genome,MAG_ID,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
3300059325_96.fna,3300059325_96,12326_0,0.050000000000000044,average,fastANI,12326
3300078358_19.fna,3300078358_19,12327_0,0.050000000000000044,average,fastANI,12327
3300048997_57.fna,3300048997_57,12328_0,0.050000000000000044,average,fastANI,12328
3300055099_30.fna,3300055099_30,12329_0,0.050000000000000044,average,fastANI,12329
3300051096_51.fna,3300051096_51,12330_1,0.050000000000000044,average,fastANI,12330
3300051238_151.fna,3300051238_151,12330_1,0.050000000000000044,average,fastANI,12330
3300043771_13.fna,3300043771_13,12331_0,0.050000000000000044,average,fastANI,12331
3300044709_59.fna,3300044709_59,12332_0,0.050000000000000044,average,fastANI,12332
3300066008_119.fna,3300066008_119,12333_0,0.050000000000000044,average,fastANI,12333
3300064033_7.fna,3300064033_7,12334_0,0.050000000000000044,average,fastANI,12334
3300064039_46.fna,3300064039_46,12335_0,0.050000000000000044,average,fastANI,12335
3300063045_33.fna,3300063045_33,12336_0,0.050000000000000044,average,fastANI,12336
3300059430_98.fna,3300059430_98,12337_1,0.050000000000000044,average,fastANI,12337
3300059438_46.fna,3300059438_46,12337_1,0.050000000000000044,average,fastANI,12337
3300059474_78.fna,3300059474_78,12337_1,0.050000000000000044,average,fastANI,12337
3300060673_6.fna,3300060673_6,12337_1,0.050000000000000044,average,fastANI,12337
3300060861_4.fna,3300060861_4,12337_1,0.050000000000000044,average,fastANI,12337
3300060864_59.fna,3300060864_59,12337_1,0.050000000000000044,average,fastANI,12337
3300060866_31.fna,3300060866_31,12337_1,0.050000000000000044,average,fastANI,12337
3300062781_61.fna,3300062781_61,12338_0,0.050000000000000044,average,fastANI,12338
3300082267_12.fna,3300082267_12,12339_0,0.050000000000000044,average,fastANI,12339
3300056676_27.fna,3300056676_27,12340_1,0.050000000000000044,average,fastANI,12340
3300056682_14.fna,3300056682_14,12340_1,0.050000000000000044,average,fastANI,12340
3300056811_188.fna,3300056811_188,12340_1,0.050000000000000044,average,fastANI,12340
3300055472_35.fna,3300055472_35,12341_1,0.050000000000000044,average,fastANI,12341
3300055485_13.fna,3300055485_13,12341_1,0.050000000000000044,average,fastANI,12341
3300055507_21.fna,3300055507_21,12341_1,0.050000000000000044,average,fastANI,12341
3300056673_113.fna,3300056673_113,12341_1,0.050000000000000044,average,fastANI,12341
3300056674_106.fna,3300056674_106,12341_1,0.050000000000000044,average,fastANI,12341
3300056675_52.fna,3300056675_52,12341_1,0.050000000000000044,average,fastANI,12341
3300056750_24.fna,3300056750_24,12341_1,0.050000000000000044,average,fastANI,12341
3300056753_36.fna,3300056753_36,12341_1,0.050000000000000044,average,fastANI,12341
3300056797_81.fna,3300056797_81,12341_1,0.050000000000000044,average,fastANI,12341
3300056799_10.fna,3300056799_10,12341_1,0.050000000000000044,average,fastANI,12341
3300056809_196.fna,3300056809_196,12341_1,0.050000000000000044,average,fastANI,12341
3300056811_72.fna,3300056811_72,12341_1,0.050000000000000044,average,fastANI,12341
3300063180_115.fna,3300063180_115,12341_1,0.050000000000000044,average,fastANI,12341
3300064047_80.fna,3300064047_80,12341_1,0.050000000000000044,average,fastANI,12341
3300065078_93.fna,3300065078_93,12341_1,0.050000000000000044,average,fastANI,12341
3300056798_282.fna,3300056798_282,12341_2,0.050000000000000044,average,fastANI,12341
3300056799_49.fna,3300056799_49,12341_2,0.050000000000000044,average,fastANI,12341
3300056809_345.fna,3300056809_345,12341_2,0.050000000000000044,average,fastANI,12341
3300056797_293.fna,3300056797_293,12342_0,0.050000000000000044,average,fastANI,12342
3300063058_111.fna,3300063058_111,12343_1,0.050000000000000044,average,fastANI,12343
3300063263_58.fna,3300063263_58,12343_1,0.050000000000000044,average,fastANI,12343
3300051096_49.fna,3300051096_49,12344_1,0.050000000000000044,average,fastANI,12344
3300051238_51.fna,3300051238_51,12344_1,0.050000000000000044,average,fastANI,12344
3300050226_47.fna,3300050226_47,12345_0,0.050000000000000044,average,fastANI,12345
3300050227_59.fna,3300050227_59,12346_0,0.050000000000000044,average,fastANI,12346
3300050241_12.fna,3300050241_12,12347_0,0.050000000000000044,average,fastANI,12347
3300072636_32.fna,3300072636_32,12348_1,0.050000000000000044,average,fastANI,12348
3300072699_59.fna,3300072699_59,12348_1,0.050000000000000044,average,fastANI,12348
3300050236_35.fna,3300050236_35,12349_1,0.050000000000000044,average,fastANI,12349
3300050239_78.fna,3300050239_78,12349_1,0.050000000000000044,average,fastANI,12349
3300050235_109.fna,3300050235_109,12350_1,0.050000000000000044,average,fastANI,12350
3300050236_51.fna,3300050236_51,12350_1,0.050000000000000044,average,fastANI,12350
3300050239_21.fna,3300050239_21,12350_1,0.050000000000000044,average,fastANI,12350
3300050240_96.fna,3300050240_96,12350_1,0.050000000000000044,average,fastANI,12350
3300050241_48.fna,3300050241_48,12350_1,0.050000000000000044,average,fastANI,12350
3300055240_41.fna,3300055240_41,12351_1,0.050000000000000044,average,fastANI,12351
3300079100_6.fna,3300079100_6,12351_1,0.050000000000000044,average,fastANI,12351
3300055240_74.fna,3300055240_74,12352_0,0.050000000000000044,average,fastANI,12352
3300051097_52.fna,3300051097_52,12353_0,0.050000000000000044,average,fastANI,12353
3300063016_22.fna,3300063016_22,12354_0,0.050000000000000044,average,fastANI,12354
3300042004_1.fna,3300042004_1,12355_0,0.050000000000000044,average,fastANI,12355
3300062822_133.fna,3300062822_133,12356_0,0.050000000000000044,average,fastANI,12356
3300042922_13.fna,3300042922_13,12357_1,0.050000000000000044,average,fastANI,12357
3300042934_94.fna,3300042934_94,12357_1,0.050000000000000044,average,fastANI,12357
3300042923_100.fna,3300042923_100,12358_0,0.050000000000000044,average,fastANI,12358
3300035016_7.fna,3300035016_7,12359_0,0.050000000000000044,average,fastANI,12359
3300051456_4.fna,3300051456_4,12360_1,0.050000000000000044,average,fastANI,12360
3300051464_6.fna,3300051464_6,12360_1,0.050000000000000044,average,fastANI,12360
3300051470_4.fna,3300051470_4,12360_1,0.050000000000000044,average,fastANI,12360
3300051521_31.fna,3300051521_31,12360_1,0.050000000000000044,average,fastANI,12360
3300051523_14.fna,3300051523_14,12360_1,0.050000000000000044,average,fastANI,12360
3300051524_6.fna,3300051524_6,12360_1,0.050000000000000044,average,fastANI,12360
3300051525_15.fna,3300051525_15,12360_1,0.050000000000000044,average,fastANI,12360
3300063137_8.fna,3300063137_8,12361_1,0.050000000000000044,average,fastANI,12361
3300063396_31.fna,3300063396_31,12361_1,0.050000000000000044,average,fastANI,12361
3300042006_6.fna,3300042006_6,12362_0,0.050000000000000044,average,fastANI,12362
3300045996_412.fna,3300045996_412,12363_0,0.050000000000000044,average,fastANI,12363
3300056916_4.fna,3300056916_4,12364_0,0.050000000000000044,average,fastANI,12364
3300063135_47.fna,3300063135_47,12365_1,0.050000000000000044,average,fastANI,12365
3300063136_47.fna,3300063136_47,12365_1,0.050000000000000044,average,fastANI,12365
3300063162_55.fna,3300063162_55,12365_1,0.050000000000000044,average,fastANI,12365
3300063166_1.fna,3300063166_1,12365_1,0.050000000000000044,average,fastANI,12365
3300063417_18.fna,3300063417_18,12365_1,0.050000000000000044,average,fastANI,12365
3300063418_16.fna,3300063418_16,12365_1,0.050000000000000044,average,fastANI,12365
3300063419_49.fna,3300063419_49,12365_1,0.050000000000000044,average,fastANI,12365
3300063431_114.fna,3300063431_114,12365_1,0.050000000000000044,average,fastANI,12365
3300056793_11.fna,3300056793_11,12366_0,0.050000000000000044,average,fastANI,12366
3300073938_27.fna,3300073938_27,12367_0,0.050000000000000044,average,fastANI,12367
3300046691_16.fna,3300046691_16,12368_0,0.050000000000000044,average,fastANI,12368
3300065455_22.fna,3300065455_22,12369_0,0.050000000000000044,average,fastANI,12369
3300063022_74.fna,3300063022_74,12370_0,0.050000000000000044,average,fastANI,12370
3300063431_75.fna,3300063431_75,12371_0,0.050000000000000044,average,fastANI,12371
3300047472_54.fna,3300047472_54,12372_0,0.050000000000000044,average,fastANI,12372
3300049982_46.fna,3300049982_46,12373_0,0.050000000000000044,average,fastANI,12373
3300046471_43.fna,3300046471_43,12374_1,0.050000000000000044,average,fastANI,12374
3300046809_45.fna,3300046809_45,12374_1,0.050000000000000044,average,fastANI,12374
3300046507_69.fna,3300046507_69,12375_1,0.050000000000000044,average,fastANI,12375
3300046616_39.fna,3300046616_39,12375_2,0.050000000000000044,average,fastANI,12375
3300046524_44.fna,3300046524_44,12376_1,0.050000000000000044,average,fastANI,12376
3300046660_41.fna,3300046660_41,12376_2,0.050000000000000044,average,fastANI,12376
3300044815_20.fna,3300044815_20,12377_0,0.050000000000000044,average,fastANI,12377
3300046660_77.fna,3300046660_77,12378_0,0.050000000000000044,average,fastANI,12378
3300055072_91.fna,3300055072_91,12379_0,0.050000000000000044,average,fastANI,12379
3300053707_17.fna,3300053707_17,12380_1,0.050000000000000044,average,fastANI,12380
3300053709_1.fna,3300053709_1,12380_1,0.050000000000000044,average,fastANI,12380
3300053711_8.fna,3300053711_8,12380_2,0.050000000000000044,average,fastANI,12380
3300053717_4.fna,3300053717_4,12380_2,0.050000000000000044,average,fastANI,12380
3300056787_36.fna,3300056787_36,12380_2,0.050000000000000044,average,fastANI,12380
3300072964_14.fna,3300072964_14,12381_0,0.050000000000000044,average,fastANI,12381
3300036407_7.fna,3300036407_7,12382_1,0.050000000000000044,average,fastANI,12382
3300056915_10.fna,3300056915_10,12382_1,0.050000000000000044,average,fastANI,12382
3300072176_49.fna,3300072176_49,12383_1,0.050000000000000044,average,fastANI,12383
3300072967_48.fna,3300072967_48,12383_1,0.050000000000000044,average,fastANI,12383
3300072970_17.fna,3300072970_17,12383_1,0.050000000000000044,average,fastANI,12383
3300072121_4.fna,3300072121_4,12384_1,0.050000000000000044,average,fastANI,12384
3300072123_21.fna,3300072123_21,12384_1,0.050000000000000044,average,fastANI,12384
3300072124_1.fna,3300072124_1,12384_1,0.050000000000000044,average,fastANI,12384
3300072968_3.fna,3300072968_3,12384_1,0.050000000000000044,average,fastANI,12384
3300072965_42.fna,3300072965_42,12384_2,0.050000000000000044,average,fastANI,12384
3300038555_5.fna,3300038555_5,12385_1,0.050000000000000044,average,fastANI,12385
3300053717_5.fna,3300053717_5,12385_2,0.050000000000000044,average,fastANI,12385
3300053709_40.fna,3300053709_40,12386_1,0.050000000000000044,average,fastANI,12386
3300053717_18.fna,3300053717_18,12386_1,0.050000000000000044,average,fastANI,12386
3300056793_16.fna,3300056793_16,12386_1,0.050000000000000044,average,fastANI,12386
3300056843_9.fna,3300056843_9,12386_1,0.050000000000000044,average,fastANI,12386
3300036521_8.fna,3300036521_8,12387_1,0.050000000000000044,average,fastANI,12387
3300057298_6.fna,3300057298_6,12387_1,0.050000000000000044,average,fastANI,12387
3300058668_1.fna,3300058668_1,12387_1,0.050000000000000044,average,fastANI,12387
3300036390_5.fna,3300036390_5,12388_0,0.050000000000000044,average,fastANI,12388
3300072778_28.fna,3300072778_28,12389_0,0.050000000000000044,average,fastANI,12389
3300063137_70.fna,3300063137_70,12390_1,0.050000000000000044,average,fastANI,12390
3300063396_62.fna,3300063396_62,12390_1,0.050000000000000044,average,fastANI,12390
3300063431_67.fna,3300063431_67,12390_1,0.050000000000000044,average,fastANI,12390
3300060293_3.fna,3300060293_3,12391_1,0.050000000000000044,average,fastANI,12391
3300060297_32.fna,3300060297_32,12391_1,0.050000000000000044,average,fastANI,12391
3300060298_6.fna,3300060298_6,12391_1,0.050000000000000044,average,fastANI,12391
3300060402_1.fna,3300060402_1,12391_1,0.050000000000000044,average,fastANI,12391
3300060733_31.fna,3300060733_31,12391_1,0.050000000000000044,average,fastANI,12391
3300061462_35.fna,3300061462_35,12391_1,0.050000000000000044,average,fastANI,12391
3300061463_7.fna,3300061463_7,12391_1,0.050000000000000044,average,fastANI,12391
3300062987_35.fna,3300062987_35,12391_1,0.050000000000000044,average,fastANI,12391
3300062792_85.fna,3300062792_85,12392_1,0.050000000000000044,average,fastANI,12392
3300063057_61.fna,3300063057_61,12392_1,0.050000000000000044,average,fastANI,12392
3300050220_35.fna,3300050220_35,12393_1,0.050000000000000044,average,fastANI,12393
3300050225_11.fna,3300050225_11,12393_1,0.050000000000000044,average,fastANI,12393
3300046616_9.fna,3300046616_9,12394_0,0.050000000000000044,average,fastANI,12394
3300038557_6.fna,3300038557_6,12395_1,0.050000000000000044,average,fastANI,12395
3300057297_2.fna,3300057297_2,12395_1,0.050000000000000044,average,fastANI,12395
3300056793_24.fna,3300056793_24,12396_0,0.050000000000000044,average,fastANI,12396
3300036393_7.fna,3300036393_7,12397_0,0.050000000000000044,average,fastANI,12397
3300053036_7.fna,3300053036_7,12398_0,0.050000000000000044,average,fastANI,12398
3300072121_13.fna,3300072121_13,12399_1,0.050000000000000044,average,fastANI,12399
3300072176_51.fna,3300072176_51,12399_1,0.050000000000000044,average,fastANI,12399
3300073843_35.fna,3300073843_35,12400_0,0.050000000000000044,average,fastANI,12400
3300072123_14.fna,3300072123_14,12401_0,0.050000000000000044,average,fastANI,12401
3300072958_21.fna,3300072958_21,12402_0,0.050000000000000044,average,fastANI,12402
3300072321_16.fna,3300072321_16,12403_1,0.050000000000000044,average,fastANI,12403
3300072342_20.fna,3300072342_20,12403_1,0.050000000000000044,average,fastANI,12403
3300064042_57.fna,3300064042_57,12404_1,0.050000000000000044,average,fastANI,12404
3300066006_78.fna,3300066006_78,12404_1,0.050000000000000044,average,fastANI,12404
3300048595_5.fna,3300048595_5,12405_0,0.050000000000000044,average,fastANI,12405
3300063431_30.fna,3300063431_30,12406_0,0.050000000000000044,average,fastANI,12406
3300049664_5.fna,3300049664_5,12407_1,0.050000000000000044,average,fastANI,12407
3300049668_2.fna,3300049668_2,12407_1,0.050000000000000044,average,fastANI,12407
3300049513_5.fna,3300049513_5,12408_1,0.050000000000000044,average,fastANI,12408
3300049515_2.fna,3300049515_2,12408_1,0.050000000000000044,average,fastANI,12408
3300049690_5.fna,3300049690_5,12408_1,0.050000000000000044,average,fastANI,12408
3300049775_4.fna,3300049775_4,12408_1,0.050000000000000044,average,fastANI,12408
3300049776_6.fna,3300049776_6,12408_1,0.050000000000000044,average,fastANI,12408
3300049778_4.fna,3300049778_4,12408_1,0.050000000000000044,average,fastANI,12408
3300049686_10.fna,3300049686_10,12409_0,0.050000000000000044,average,fastANI,12409
3300048623_5.fna,3300048623_5,12410_0,0.050000000000000044,average,fastANI,12410
3300072335_58.fna,3300072335_58,12411_0,0.050000000000000044,average,fastANI,12411
3300065155_29.fna,3300065155_29,12412_0,0.050000000000000044,average,fastANI,12412
3300049451_2.fna,3300049451_2,12413_0,0.050000000000000044,average,fastANI,12413
3300063016_43.fna,3300063016_43,12414_1,0.050000000000000044,average,fastANI,12414
3300065082_23.fna,3300065082_23,12414_2,0.050000000000000044,average,fastANI,12414
3300062785_29.fna,3300062785_29,12415_1,0.050000000000000044,average,fastANI,12415
3300062797_54.fna,3300062797_54,12415_1,0.050000000000000044,average,fastANI,12415
3300062803_71.fna,3300062803_71,12415_1,0.050000000000000044,average,fastANI,12415
3300062805_22.fna,3300062805_22,12415_1,0.050000000000000044,average,fastANI,12415
3300062823_164.fna,3300062823_164,12415_1,0.050000000000000044,average,fastANI,12415
3300063020_70.fna,3300063020_70,12415_1,0.050000000000000044,average,fastANI,12415
3300063021_16.fna,3300063021_16,12415_1,0.050000000000000044,average,fastANI,12415
3300063022_8.fna,3300063022_8,12415_1,0.050000000000000044,average,fastANI,12415
3300063045_17.fna,3300063045_17,12415_1,0.050000000000000044,average,fastANI,12415
3300063260_28.fna,3300063260_28,12415_1,0.050000000000000044,average,fastANI,12415
3300063288_56.fna,3300063288_56,12415_1,0.050000000000000044,average,fastANI,12415
3300062796_56.fna,3300062796_56,12415_2,0.050000000000000044,average,fastANI,12415
3300062822_93.fna,3300062822_93,12415_2,0.050000000000000044,average,fastANI,12415
3300063019_36.fna,3300063019_36,12415_2,0.050000000000000044,average,fastANI,12415
3300063032_8.fna,3300063032_8,12415_2,0.050000000000000044,average,fastANI,12415
3300063046_19.fna,3300063046_19,12415_2,0.050000000000000044,average,fastANI,12415
3300063057_71.fna,3300063057_71,12415_2,0.050000000000000044,average,fastANI,12415
3300063064_38.fna,3300063064_38,12415_2,0.050000000000000044,average,fastANI,12415
3300064138_26.fna,3300064138_26,12415_2,0.050000000000000044,average,fastANI,12415
3300065082_2.fna,3300065082_2,12415_2,0.050000000000000044,average,fastANI,12415
3300064043_64.fna,3300064043_64,12416_1,0.050000000000000044,average,fastANI,12416
3300066006_100.fna,3300066006_100,12416_1,0.050000000000000044,average,fastANI,12416
3300063122_2.fna,3300063122_2,12417_1,0.050000000000000044,average,fastANI,12417
3300063133_1.fna,3300063133_1,12417_1,0.050000000000000044,average,fastANI,12417
3300063135_8.fna,3300063135_8,12417_1,0.050000000000000044,average,fastANI,12417
3300063137_26.fna,3300063137_26,12417_1,0.050000000000000044,average,fastANI,12417
3300063153_72.fna,3300063153_72,12417_1,0.050000000000000044,average,fastANI,12417
3300063154_35.fna,3300063154_35,12417_1,0.050000000000000044,average,fastANI,12417
3300063155_30.fna,3300063155_30,12417_1,0.050000000000000044,average,fastANI,12417
3300063162_12.fna,3300063162_12,12417_1,0.050000000000000044,average,fastANI,12417
3300063165_68.fna,3300063165_68,12417_1,0.050000000000000044,average,fastANI,12417
3300063166_61.fna,3300063166_61,12417_1,0.050000000000000044,average,fastANI,12417
3300063167_34.fna,3300063167_34,12417_1,0.050000000000000044,average,fastANI,12417
3300063396_46.fna,3300063396_46,12417_1,0.050000000000000044,average,fastANI,12417
3300063417_46.fna,3300063417_46,12417_1,0.050000000000000044,average,fastANI,12417
3300063418_36.fna,3300063418_36,12417_1,0.050000000000000044,average,fastANI,12417
3300063431_73.fna,3300063431_73,12417_1,0.050000000000000044,average,fastANI,12417
3300069309_66.fna,3300069309_66,12417_1,0.050000000000000044,average,fastANI,12417
3300063134_66.fna,3300063134_66,12417_2,0.050000000000000044,average,fastANI,12417
3300063136_35.fna,3300063136_35,12417_2,0.050000000000000044,average,fastANI,12417
3300063156_30.fna,3300063156_30,12417_2,0.050000000000000044,average,fastANI,12417
3300063419_31.fna,3300063419_31,12417_2,0.050000000000000044,average,fastANI,12417
3300049581_137.fna,3300049581_137,12418_0,0.050000000000000044,average,fastANI,12418
3300046471_44.fna,3300046471_44,12419_0,0.050000000000000044,average,fastANI,12419
3300065155_12.fna,3300065155_12,12420_0,0.050000000000000044,average,fastANI,12420
3300046513_17.fna,3300046513_17,12421_0,0.050000000000000044,average,fastANI,12421
3300046512_21.fna,3300046512_21,12422_1,0.050000000000000044,average,fastANI,12422
3300047470_5.fna,3300047470_5,12422_1,0.050000000000000044,average,fastANI,12422
3300046522_6.fna,3300046522_6,12423_1,0.050000000000000044,average,fastANI,12423
3300046525_3.fna,3300046525_3,12423_1,0.050000000000000044,average,fastANI,12423
3300046692_26.fna,3300046692_26,12423_1,0.050000000000000044,average,fastANI,12423
3300047470_28.fna,3300047470_28,12423_1,0.050000000000000044,average,fastANI,12423
3300046460_31.fna,3300046460_31,12424_1,0.050000000000000044,average,fastANI,12424
3300046506_26.fna,3300046506_26,12424_1,0.050000000000000044,average,fastANI,12424
3300046519_41.fna,3300046519_41,12424_1,0.050000000000000044,average,fastANI,12424
3300046524_14.fna,3300046524_14,12424_1,0.050000000000000044,average,fastANI,12424
3300046692_19.fna,3300046692_19,12424_1,0.050000000000000044,average,fastANI,12424
3300047469_12.fna,3300047469_12,12424_1,0.050000000000000044,average,fastANI,12424
3300063133_17.fna,3300063133_17,12425_1,0.050000000000000044,average,fastANI,12425
3300063134_36.fna,3300063134_36,12425_1,0.050000000000000044,average,fastANI,12425
3300063137_61.fna,3300063137_61,12425_1,0.050000000000000044,average,fastANI,12425
3300063153_69.fna,3300063153_69,12425_1,0.050000000000000044,average,fastANI,12425
3300063156_29.fna,3300063156_29,12425_1,0.050000000000000044,average,fastANI,12425
3300063162_36.fna,3300063162_36,12425_1,0.050000000000000044,average,fastANI,12425
3300063165_12.fna,3300063165_12,12425_1,0.050000000000000044,average,fastANI,12425
3300063396_26.fna,3300063396_26,12425_1,0.050000000000000044,average,fastANI,12425
3300063431_63.fna,3300063431_63,12425_1,0.050000000000000044,average,fastANI,12425
3300065155_30.fna,3300065155_30,12426_0,0.050000000000000044,average,fastANI,12426
3300072335_31.fna,3300072335_31,12427_0,0.050000000000000044,average,fastANI,12427
3300053037_22.fna,3300053037_22,12428_1,0.050000000000000044,average,fastANI,12428
3300053709_35.fna,3300053709_35,12428_1,0.050000000000000044,average,fastANI,12428
3300053711_3.fna,3300053711_3,12428_1,0.050000000000000044,average,fastANI,12428
3300056787_33.fna,3300056787_33,12428_1,0.050000000000000044,average,fastANI,12428
3300056843_2.fna,3300056843_2,12428_1,0.050000000000000044,average,fastANI,12428
3300072658_66.fna,3300072658_66,12429_1,0.050000000000000044,average,fastANI,12429
3300072688_30.fna,3300072688_30,12429_1,0.050000000000000044,average,fastANI,12429
3300047472_71.fna,3300047472_71,12430_0,0.050000000000000044,average,fastANI,12430
3300037196_12.fna,3300037196_12,12431_0,0.050000000000000044,average,fastANI,12431
3300045806_10.fna,3300045806_10,12432_0,0.050000000000000044,average,fastANI,12432
3300056751_171.fna,3300056751_171,12433_0,0.050000000000000044,average,fastANI,12433
3300055472_28.fna,3300055472_28,12434_1,0.050000000000000044,average,fastANI,12434
3300056673_148.fna,3300056673_148,12434_1,0.050000000000000044,average,fastANI,12434
3300056749_303.fna,3300056749_303,12434_1,0.050000000000000044,average,fastANI,12434
3300056750_114.fna,3300056750_114,12434_1,0.050000000000000044,average,fastANI,12434
3300056753_132.fna,3300056753_132,12434_1,0.050000000000000044,average,fastANI,12434
3300056798_149.fna,3300056798_149,12434_1,0.050000000000000044,average,fastANI,12434
3300056799_115.fna,3300056799_115,12434_1,0.050000000000000044,average,fastANI,12434
3300056809_200.fna,3300056809_200,12434_1,0.050000000000000044,average,fastANI,12434
3300056811_256.fna,3300056811_256,12434_1,0.050000000000000044,average,fastANI,12434
3300056977_112.fna,3300056977_112,12434_1,0.050000000000000044,average,fastANI,12434
3300063172_274.fna,3300063172_274,12434_1,0.050000000000000044,average,fastANI,12434
3300055472_25.fna,3300055472_25,12435_1,0.050000000000000044,average,fastANI,12435
3300056673_136.fna,3300056673_136,12435_1,0.050000000000000044,average,fastANI,12435
3300056674_199.fna,3300056674_199,12435_1,0.050000000000000044,average,fastANI,12435
3300056675_285.fna,3300056675_285,12435_1,0.050000000000000044,average,fastANI,12435
3300056676_157.fna,3300056676_157,12435_1,0.050000000000000044,average,fastANI,12435
3300056750_121.fna,3300056750_121,12435_1,0.050000000000000044,average,fastANI,12435
3300056799_97.fna,3300056799_97,12435_1,0.050000000000000044,average,fastANI,12435
3300056977_256.fna,3300056977_256,12435_1,0.050000000000000044,average,fastANI,12435
3300055525_46.fna,3300055525_46,12436_1,0.050000000000000044,average,fastANI,12436
3300056673_211.fna,3300056673_211,12436_1,0.050000000000000044,average,fastANI,12436
3300056674_136.fna,3300056674_136,12436_1,0.050000000000000044,average,fastANI,12436
3300056675_119.fna,3300056675_119,12436_1,0.050000000000000044,average,fastANI,12436
3300056750_31.fna,3300056750_31,12436_1,0.050000000000000044,average,fastANI,12436
3300056753_56.fna,3300056753_56,12436_1,0.050000000000000044,average,fastANI,12436
3300056799_212.fna,3300056799_212,12436_1,0.050000000000000044,average,fastANI,12436
3300056811_37.fna,3300056811_37,12436_1,0.050000000000000044,average,fastANI,12436
3300056977_295.fna,3300056977_295,12436_1,0.050000000000000044,average,fastANI,12436
3300056673_175.fna,3300056673_175,12437_1,0.050000000000000044,average,fastANI,12437
3300056674_124.fna,3300056674_124,12437_1,0.050000000000000044,average,fastANI,12437
3300056675_177.fna,3300056675_177,12437_1,0.050000000000000044,average,fastANI,12437
3300056676_65.fna,3300056676_65,12437_1,0.050000000000000044,average,fastANI,12437
3300056749_51.fna,3300056749_51,12437_1,0.050000000000000044,average,fastANI,12437
3300056752_77.fna,3300056752_77,12437_1,0.050000000000000044,average,fastANI,12437
3300056753_217.fna,3300056753_217,12437_1,0.050000000000000044,average,fastANI,12437
3300056798_179.fna,3300056798_179,12437_1,0.050000000000000044,average,fastANI,12437
3300056799_76.fna,3300056799_76,12437_1,0.050000000000000044,average,fastANI,12437
3300056809_215.fna,3300056809_215,12437_1,0.050000000000000044,average,fastANI,12437
3300056811_249.fna,3300056811_249,12437_1,0.050000000000000044,average,fastANI,12437
3300056977_169.fna,3300056977_169,12437_1,0.050000000000000044,average,fastANI,12437
3300063172_326.fna,3300063172_326,12437_1,0.050000000000000044,average,fastANI,12437
3300063180_48.fna,3300063180_48,12437_1,0.050000000000000044,average,fastANI,12437
3300064047_74.fna,3300064047_74,12437_1,0.050000000000000044,average,fastANI,12437
3300056809_326.fna,3300056809_326,12438_0,0.050000000000000044,average,fastANI,12438
3300055469_23.fna,3300055469_23,12439_1,0.050000000000000044,average,fastANI,12439
3300055490_3.fna,3300055490_3,12439_1,0.050000000000000044,average,fastANI,12439
3300056674_137.fna,3300056674_137,12439_1,0.050000000000000044,average,fastANI,12439
3300056675_228.fna,3300056675_228,12439_1,0.050000000000000044,average,fastANI,12439
3300056676_117.fna,3300056676_117,12439_1,0.050000000000000044,average,fastANI,12439
3300056750_258.fna,3300056750_258,12439_1,0.050000000000000044,average,fastANI,12439
3300056751_20.fna,3300056751_20,12439_1,0.050000000000000044,average,fastANI,12439
3300056797_153.fna,3300056797_153,12439_1,0.050000000000000044,average,fastANI,12439
3300056798_307.fna,3300056798_307,12439_1,0.050000000000000044,average,fastANI,12439
3300056799_24.fna,3300056799_24,12439_1,0.050000000000000044,average,fastANI,12439
3300056811_128.fna,3300056811_128,12439_1,0.050000000000000044,average,fastANI,12439
3300056977_128.fna,3300056977_128,12439_1,0.050000000000000044,average,fastANI,12439
3300065078_54.fna,3300065078_54,12439_1,0.050000000000000044,average,fastANI,12439
3300056749_255.fna,3300056749_255,12440_0,0.050000000000000044,average,fastANI,12440
3300056675_252.fna,3300056675_252,12441_1,0.050000000000000044,average,fastANI,12441
3300056799_147.fna,3300056799_147,12441_1,0.050000000000000044,average,fastANI,12441
3300055458_32.fna,3300055458_32,12442_1,0.050000000000000044,average,fastANI,12442
3300055516_10.fna,3300055516_10,12442_1,0.050000000000000044,average,fastANI,12442
3300055563_7.fna,3300055563_7,12442_1,0.050000000000000044,average,fastANI,12442
3300055723_6.fna,3300055723_6,12442_1,0.050000000000000044,average,fastANI,12442
3300056673_198.fna,3300056673_198,12442_1,0.050000000000000044,average,fastANI,12442
3300056674_192.fna,3300056674_192,12442_1,0.050000000000000044,average,fastANI,12442
3300056675_86.fna,3300056675_86,12442_1,0.050000000000000044,average,fastANI,12442
3300056676_10.fna,3300056676_10,12442_1,0.050000000000000044,average,fastANI,12442
3300056682_27.fna,3300056682_27,12442_1,0.050000000000000044,average,fastANI,12442
3300056749_3.fna,3300056749_3,12442_1,0.050000000000000044,average,fastANI,12442
3300056750_206.fna,3300056750_206,12442_1,0.050000000000000044,average,fastANI,12442
3300056751_36.fna,3300056751_36,12442_1,0.050000000000000044,average,fastANI,12442
3300056752_273.fna,3300056752_273,12442_1,0.050000000000000044,average,fastANI,12442
3300056797_255.fna,3300056797_255,12442_1,0.050000000000000044,average,fastANI,12442
3300056798_170.fna,3300056798_170,12442_1,0.050000000000000044,average,fastANI,12442
3300056799_249.fna,3300056799_249,12442_1,0.050000000000000044,average,fastANI,12442
3300056809_75.fna,3300056809_75,12442_1,0.050000000000000044,average,fastANI,12442
3300056811_214.fna,3300056811_214,12442_1,0.050000000000000044,average,fastANI,12442
3300056977_25.fna,3300056977_25,12442_1,0.050000000000000044,average,fastANI,12442
