# BUSCO version is: 6.0.0 
# The lineage dataset is: drosophila_odb12 (Creation date: 2025-07-01, number of genomes: 32, number of BUSCOs: 9348)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
56948at7215	Complete	2L	23068316	23066991	-	758.3	419	https://www.orthodb.org/?query=56948at7215	splicing factor 45
56949at7215	Complete	3L	13044919	13046392	+	541.5	276	https://www.orthodb.org/?query=56949at7215	syntaxin-12
56958at7215	Complete	2L	22054112	22053977	-	98.1	45	https://www.orthodb.org/?query=56958at7215	uncharacterized protein LOC117188622
56973at7215	Complete	2R	17795126	17797766	+	591.7	283	https://www.orthodb.org/?query=56973at7215	regulator of G-protein signaling 17
56974at7215	Complete	3R	27681915	27680553	-	981.4	431	https://www.orthodb.org/?query=56974at7215	E3 ubiquitin-protein ligase RING1
56981at7215	Complete	X	19601690	19600477	-	678.0	325	https://www.orthodb.org/?query=56981at7215	sin3 histone deacetylase corepressor complex component SDS3
56982at7215	Complete	3R	10225807	10249968	+	4238.2	2427	https://www.orthodb.org/?query=56982at7215	microtubule-associated protein futsch isoform X1
56987at7215	Complete	2R	24948353	24946672	-	975.2	518	https://www.orthodb.org/?query=56987at7215	Zinc finger C2H2-type
56990at7215	Complete	3R	9590929	9589732	-	529.6	354	https://www.orthodb.org/?query=56990at7215	LEM domain-containing protein Bocksbeutel
56991at7215	Complete	3R	26230704	26233098	+	1707.2	799	https://www.orthodb.org/?query=56991at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108067077
56993at7215	Complete	3R	24318256	24314974	-	1852.1	1017	https://www.orthodb.org/?query=56993at7215	zinc finger CCCH domain-containing protein 14
56994at7215	Complete	X	17302914	17304834	+	609.4	309	https://www.orthodb.org/?query=56994at7215	uncharacterized protein LOC117899777 isoform X1
57001at7215	Complete	X	4540305	4536646	-	2447.8	1159	https://www.orthodb.org/?query=57001at7215	AP-3 complex subunit beta-2
57002at7215	Complete	3L	15089818	15066674	-	5325.2	2729	https://www.orthodb.org/?query=57002at7215	pericentrin isoform X1
57004at7215	Complete	2R	22656073	22655635	-	238.0	121	https://www.orthodb.org/?query=57004at7215	uncharacterized protein LOC117592096
57010at7215	Complete	2L	10001428	9996934	-	1717.6	1206	https://www.orthodb.org/?query=57010at7215	putative ATP-dependent RNA helicase SoYb
57019at7215	Complete	3R	19892748	19898537	+	1680.9	826	https://www.orthodb.org/?query=57019at7215	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit alpha
57026at7215	Complete	2R	11146367	11146800	+	178.4	96	https://www.orthodb.org/?query=57026at7215	DNA-directed DNA polymerase, family B, exonuclease domain
57027at7215	Complete	3L	5793845	5790547	-	2306.1	1056	https://www.orthodb.org/?query=57027at7215	Zinc finger, RING-type
57036at7215	Complete	3L	7559822	7555870	-	1152.2	729	https://www.orthodb.org/?query=57036at7215	serine/arginine repetitive matrix protein 2
57042at7215	Duplicated	2R	12514244	12512073	-	955.4	567	https://www.orthodb.org/?query=57042at7215	uncharacterized protein LOC119551060 isoform X1
57042at7215	Duplicated	2R	12510439	12508271	-	930.4	567	https://www.orthodb.org/?query=57042at7215	uncharacterized protein LOC119551060 isoform X1
57060at7215	Complete	2R	16038324	16045602	+	2365.6	1147	https://www.orthodb.org/?query=57060at7215	Dynein heavy chain
57067at7215	Complete	2L	11179231	11179987	+	381.5	230	https://www.orthodb.org/?query=57067at7215	uncharacterized protein LOC108081977
57074at7215	Complete	3L	14684901	14685642	+	409.0	207	https://www.orthodb.org/?query=57074at7215	dynein assembly factor 6, axonemal
57075at7215	Complete	2L	17498762	17498089	-	300.9	205	https://www.orthodb.org/?query=57075at7215	uncharacterized protein LOC6614493
57076at7215	Complete	3R	24788245	24797236	+	1029.5	546	https://www.orthodb.org/?query=57076at7215	ETV5-related protein Ets96B
57101at7215	Complete	2L	14109251	14108198	-	442.0	337	https://www.orthodb.org/?query=57101at7215	uncharacterized protein, isoform A
57105at7215	Complete	2R	23524349	23527635	+	1851.6	919	https://www.orthodb.org/?query=57105at7215	uncharacterized protein LOC108109186 isoform X1
57107at7215	Complete	X	17422042	17414383	-	1578.8	797	https://www.orthodb.org/?query=57107at7215	probable ATP-dependent RNA helicase CG8611
57108at7215	Complete	3L	11947781	11952183	+	896.9	429	https://www.orthodb.org/?query=57108at7215	chitin-binding domain protein cbd-1
57111at7215	Complete	2L	4965735	4966271	+	228.2	145	https://www.orthodb.org/?query=57111at7215	DAZ-associated protein 2
57115at7215	Complete	2R	25062147	25064459	+	816.6	401	https://www.orthodb.org/?query=57115at7215	protein gooseberry
57116at7215	Complete	3L	11732223	11733444	+	713.3	398	https://www.orthodb.org/?query=57116at7215	vacuole membrane protein 1
57128at7215	Complete	2L	18483969	18473221	-	1089.9	601	https://www.orthodb.org/?query=57128at7215	basic-leucine zipper transcription factor A
57129at7215	Complete	3R	9621366	9624575	+	1796.8	883	https://www.orthodb.org/?query=57129at7215	uncharacterized protein, isoform A
57130at7215	Complete	3L	19110398	19107106	-	1015.9	487	https://www.orthodb.org/?query=57130at7215	uncharacterized protein LOC6601491 isoform X1
57131at7215	Complete	3R	27686185	27692110	+	533.4	282	https://www.orthodb.org/?query=57131at7215	uncharacterized protein LOC6568074 isoform X1
57138at7215	Complete	2R	13354333	13353811	-	138.6	85	https://www.orthodb.org/?query=57138at7215	E3 ubiquitin-protein ligase rnf146
57144at7215	Complete	2R	17534855	17520437	-	3921.9	1754	https://www.orthodb.org/?query=57144at7215	patronin, isoform I
57150at7215	Complete	2R	11852755	11860599	+	4565.7	2345	https://www.orthodb.org/?query=57150at7215	nucleoprotein TPR
57153at7215	Complete	3L	2212388	2211050	-	740.0	461	https://www.orthodb.org/?query=57153at7215	uncharacterized protein LOC117570344 isoform X1
57154at7215	Complete	2R	6986344	6988765	+	783.1	409	https://www.orthodb.org/?query=57154at7215	G protein pathway suppressor 2
57156at7215	Complete	2L	22140823	22162984	+	2897.2	1803	https://www.orthodb.org/?query=57156at7215	uncharacterized protein LOC120446002 isoform X1
57157at7215	Complete	X	18090422	18089010	-	485.7	401	https://www.orthodb.org/?query=57157at7215	transcriptional protein SWT1
57186at7215	Complete	3L	12526486	12525156	-	684.9	308	https://www.orthodb.org/?query=57186at7215	eukaryotic translation initiation factor 2 subunit 2
57196at7215	Complete	2R	7311482	7313016	+	673.7	326	https://www.orthodb.org/?query=57196at7215	golgin subfamily A member 6-like protein 1
57199at7215	Complete	3R	6744074	6743251	-	305.5	208	https://www.orthodb.org/?query=57199at7215	protein zerknuellt 2
57224at7215	Complete	3R	16442917	16442074	-	513.9	263	https://www.orthodb.org/?query=57224at7215	Zinc finger, RING-type
57231at7215	Complete	3L	2377432	2376546	-	359.8	227	https://www.orthodb.org/?query=57231at7215	uncharacterized protein C7orf50
57236at7215	Complete	2R	21635403	21637968	+	1322.1	731	https://www.orthodb.org/?query=57236at7215	LOW QUALITY PROTEIN: histone-lysine N-methyltransferase 2D
57245at7215	Complete	3R	9745795	9743055	-	943.7	513	https://www.orthodb.org/?query=57245at7215	CLIP domain-containing serine protease 2
57247at7215	Complete	2R	21138973	21129877	-	2110.3	1039	https://www.orthodb.org/?query=57247at7215	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1
57249at7215	Complete	3R	19168034	19169819	+	1119.0	531	https://www.orthodb.org/?query=57249at7215	zinc finger protein squeeze
57274at7215	Complete	3L	9005317	9006972	+	862.7	421	https://www.orthodb.org/?query=57274at7215	T-box transcription factor
57281at7215	Complete	X	10070205	10057298	-	868.7	441	https://www.orthodb.org/?query=57281at7215	uncharacterized protein LOC120456784 isoform X1
57289at7215	Complete	X	13495839	13523441	+	1374.6	644	https://www.orthodb.org/?query=57289at7215	uncharacterized protein LOC122623396 isoform X1
57302at7215	Complete	3R	14433180	14392777	-	4155.2	2056	https://www.orthodb.org/?query=57302at7215	uncharacterized protein, isoform A
57303at7215	Complete	3L	3160167	3161721	+	990.7	528	https://www.orthodb.org/?query=57303at7215	uncharacterized protein LOC108059925
57309at7215	Complete	3R	23966590	23980821	+	3361.9	1548	https://www.orthodb.org/?query=57309at7215	diacylglycerol kinase theta
57315at7215	Complete	3R	8350133	8351702	+	1095.6	531	https://www.orthodb.org/?query=57315at7215	Autophagy-related 13
57317at7215	Complete	3R	14153759	14152967	-	468.3	261	https://www.orthodb.org/?query=57317at7215	protein lifeguard 1
57343at7215	Complete	2L	12694963	12693989	-	479.3	231	https://www.orthodb.org/?query=57343at7215	intraflagellar transport 43
57347at7215	Complete	3R	8591487	8627147	+	1792.1	838	https://www.orthodb.org/?query=57347at7215	dopamine D2-like receptor
57355at7215	Complete	3L	17353157	17357462	+	1879.8	1091	https://www.orthodb.org/?query=57355at7215	uncharacterized protein, isoform A
57382at7215	Complete	X	8510084	8515923	+	1413.5	675	https://www.orthodb.org/?query=57382at7215	solute carrier family 41 member 1
57390at7215	Complete	3R	22393518	22392492	-	667.8	345	https://www.orthodb.org/?query=57390at7215	uncharacterized protein LOC6568099
57399at7215	Complete	3L	17715969	17748021	+	646.2	341	https://www.orthodb.org/?query=57399at7215	basic-leucine zipper transcription factor A
57402at7215	Complete	X	16303989	16306211	+	720.9	532	https://www.orthodb.org/?query=57402at7215	uncharacterized protein, isoform A
57403at7215	Complete	X	12910202	12911706	+	710.1	356	https://www.orthodb.org/?query=57403at7215	protein YIPF1
57421at7215	Complete	3R	30800160	30790977	-	2409.1	1132	https://www.orthodb.org/?query=57421at7215	serine/threonine-protein kinase Warts
57426at7215	Complete	3R	11237868	11240034	+	561.1	340	https://www.orthodb.org/?query=57426at7215	zinc finger protein 184 isoform X1
57428at7215	Complete	2R	18134080	18130757	-	1412.8	748	https://www.orthodb.org/?query=57428at7215	heat shock factor protein
57433at7215	Complete	X	13736040	13728034	-	2063.4	986	https://www.orthodb.org/?query=57433at7215	AP-3 complex subunit delta
57507at7215	Complete	X	10578268	10490820	-	2546.0	1270	https://www.orthodb.org/?query=57507at7215	protein sprint
57521at7215	Complete	2L	21173431	21174093	+	264.5	181	https://www.orthodb.org/?query=57521at7215	uncharacterized protein LOC108051683 isoform X1
57527at7215	Complete	2R	16955155	16948718	-	3049.3	1618	https://www.orthodb.org/?query=57527at7215	uncharacterized protein LOC111592747 isoform X1
57531at7215	Complete	3R	18659704	18661024	+	811.6	393	https://www.orthodb.org/?query=57531at7215	cleavage stimulation factor subunit 2
57539at7215	Complete	3L	22728410	22733036	+	640.1	339	https://www.orthodb.org/?query=57539at7215	transmembrane protein 64
57541at7215	Complete	3R	5939523	5865151	-	2644.3	1343	https://www.orthodb.org/?query=57541at7215	uncharacterized protein LOC117583263 isoform X1
57542at7215	Complete	3L	7593277	7639034	+	3330.6	1681	https://www.orthodb.org/?query=57542at7215	uncharacterized protein LOC117895708 isoform X1
57543at7215	Complete	2R	12593999	12611086	+	942.3	459	https://www.orthodb.org/?query=57543at7215	myc box-dependent-interacting protein 1 isoform X1
57545at7215	Complete	3L	15699661	15697891	-	599.4	316	https://www.orthodb.org/?query=57545at7215	Zinc finger, RING-type
57548at7215	Complete	3R	19668173	19670617	+	1293.4	621	https://www.orthodb.org/?query=57548at7215	serine proteinase stubble
57554at7215	Complete	X	10366211	10357747	-	1008.8	571	https://www.orthodb.org/?query=57554at7215	plexin domain-containing protein 2
57569at7215	Complete	X	16803759	16805277	+	830.2	475	https://www.orthodb.org/?query=57569at7215	uncharacterized protein LOC6504420 isoform X1
57574at7215	Complete	2R	15939965	15936462	-	736.6	381	https://www.orthodb.org/?query=57574at7215	Myeloid leukemia factor
57581at7215	Complete	3L	15580889	15583261	+	1459.3	766	https://www.orthodb.org/?query=57581at7215	U3 small nucleolar RNA-associated protein 14 homolog A
57593at7215	Complete	X	7891499	7889294	-	1140.0	614	https://www.orthodb.org/?query=57593at7215	serine/threonine-protein kinase Nek2
57594at7215	Complete	3R	5611150	5607375	-	1247.7	572	https://www.orthodb.org/?query=57594at7215	regulator of gene activity isoform X2
57597at7215	Complete	3R	17085797	17087723	+	1363.4	638	https://www.orthodb.org/?query=57597at7215	serine/threonine-protein kinase 24
57603at7215	Complete	2L	3745691	3752187	+	1634.0	801	https://www.orthodb.org/?query=57603at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108074262
57635at7215	Complete	2R	15688980	15687437	-	902.4	484	https://www.orthodb.org/?query=57635at7215	protein Cep89 homolog
57639at7215	Complete	3L	14792130	14799232	+	4046.4	1919	https://www.orthodb.org/?query=57639at7215	probable helicase with zinc finger domain
57642at7215	Complete	3R	14696605	14665839	-	2766.2	1377	https://www.orthodb.org/?query=57642at7215	disintegrin and metalloproteinase domain-containing protein 12
57644at7215	Complete	3L	17253823	17253169	-	406.8	209	https://www.orthodb.org/?query=57644at7215	uncharacterized protein, isoform A
57646at7215	Complete	2L	14639769	14600681	-	2923.4	1397	https://www.orthodb.org/?query=57646at7215	protein outspread
57650at7215	Complete	2R	21012045	21015577	+	2027.3	952	https://www.orthodb.org/?query=57650at7215	U2 snRNP-associated SURP motif-containing protein
57652at7215	Complete	2L	5027129	5012513	-	3147.1	1934	https://www.orthodb.org/?query=57652at7215	collagen alpha-1(I) chain
57664at7215	Complete	3R	4346503	4345547	-	560.3	277	https://www.orthodb.org/?query=57664at7215	Krueppel-like factor 2
57665at7215	Complete	3L	16581182	16580504	-	332.0	196	https://www.orthodb.org/?query=57665at7215	survival motor neuron protein
57668at7215	Complete	2L	7879146	7873807	-	1205.6	575	https://www.orthodb.org/?query=57668at7215	protein spaetzle 3
57679at7215	Complete	3R	24048331	24049085	+	415.8	223	https://www.orthodb.org/?query=57679at7215	LOW QUALITY PROTEIN: protein SDE2 homolog
57685at7215	Complete	3R	9263742	9262877	-	439.7	240	https://www.orthodb.org/?query=57685at7215	uncharacterized protein LOC108602316
57695at7215	Complete	3R	9521320	9526600	+	2414.7	1127	https://www.orthodb.org/?query=57695at7215	F-BAR domain only protein 2
57700at7215	Complete	2L	2147024	2145902	-	423.4	295	https://www.orthodb.org/?query=57700at7215	uncharacterized protein, isoform A
57704at7215	Complete	3R	5606446	5603343	-	1609.2	938	https://www.orthodb.org/?query=57704at7215	putative leucine-rich repeat-containing protein DDB_G0290503
57718at7215	Complete	3R	13214178	13209159	-	772.6	368	https://www.orthodb.org/?query=57718at7215	cysteine-rich venom protein Mr30
57726at7215	Complete	3R	4538429	4493406	-	2968.1	1417	https://www.orthodb.org/?query=57726at7215	retinal guanylyl cyclase 2
57729at7215	Complete	X	6534412	6537375	+	1571.7	707	https://www.orthodb.org/?query=57729at7215	deltex
57742at7215	Complete	2L	21916404	21917298	+	454.4	290	https://www.orthodb.org/?query=57742at7215	uncharacterized protein LOC108067298
57752at7215	Complete	2L	14197491	14186140	-	1644.8	725	https://www.orthodb.org/?query=57752at7215	dual specificity tyrosine-phosphorylation-regulated kinase 2 isoform X1
57756at7215	Complete	3L	15044077	15042904	-	626.0	315	https://www.orthodb.org/?query=57756at7215	homeobox protein Hox-B7-A
57761at7215	Complete	3L	16942723	16939240	-	977.8	501	https://www.orthodb.org/?query=57761at7215	fibroin heavy chain
57774at7215	Complete	2R	21720901	21723654	+	1312.3	656	https://www.orthodb.org/?query=57774at7215	lamin-B receptor
57789at7215	Complete	2L	8338439	8341162	+	357.7	191	https://www.orthodb.org/?query=57789at7215	uncharacterized protein LOC117142310 isoform X2
57793at7215	Complete	4	1143868	1140486	-	559.1	348	https://www.orthodb.org/?query=57793at7215	uncharacterized protein, isoform A
57799at7215	Complete	3L	15306557	15310386	+	1950.8	989	https://www.orthodb.org/?query=57799at7215	cationic amino acid transporter 3
57802at7215	Complete	2L	8210843	8209837	-	382.2	202	https://www.orthodb.org/?query=57802at7215	heterochromatin protein 1
57809at7215	Complete	3L	16877458	16879078	+	1014.7	520	https://www.orthodb.org/?query=57809at7215	transcription factor SPT20 homolog
57813at7215	Complete	2R	10090597	10095240	+	1320.9	698	https://www.orthodb.org/?query=57813at7215	uncharacterized protein, isoform A
57829at7215	Complete	2L	1980612	1976544	-	1292.6	825	https://www.orthodb.org/?query=57829at7215	BRCA2-interacting transcriptional repressor EMSY
57861at7215	Complete	3L	1947859	1950110	+	1336.0	704	https://www.orthodb.org/?query=57861at7215	centrobin
57871at7215	Complete	2R	8228615	8228201	-	233.8	126	https://www.orthodb.org/?query=57871at7215	uncharacterized protein LOC6495452
57881at7215	Complete	3L	2236951	2235428	-	773.9	379	https://www.orthodb.org/?query=57881at7215	regulation of nuclear pre-mRNA domain-containing protein 1A
57886at7215	Complete	X	19611756	19613929	+	726.2	367	https://www.orthodb.org/?query=57886at7215	solute carrier family 25 member 40
57888at7215	Complete	3L	22801314	22797560	-	1698.3	779	https://www.orthodb.org/?query=57888at7215	zinc finger protein 768 isoform X1
57913at7215	Complete	3R	27084492	27083275	-	725.1	359	https://www.orthodb.org/?query=57913at7215	tyrosine-protein phosphatase non-receptor type 23
57916at7215	Complete	2L	19962298	19961839	-	167.0	151	https://www.orthodb.org/?query=57916at7215	uncharacterized protein LOC113565395
57918at7215	Complete	3L	11728416	11731938	+	1434.1	901	https://www.orthodb.org/?query=57918at7215	uncharacterized protein LOC116655313 isoform X1
57920at7215	Complete	3R	8122852	8125135	+	1212.0	603	https://www.orthodb.org/?query=57920at7215	ATP-dependent RNA helicase dbp2
57921at7215	Complete	3R	26634884	26635914	+	546.4	301	https://www.orthodb.org/?query=57921at7215	uncharacterized protein LOC128264822
57924at7215	Complete	3L	11210206	11206799	-	2003.7	993	https://www.orthodb.org/?query=57924at7215	ubiquitin-protein ligase E3A
57930at7215	Complete	3R	6660022	6659440	-	294.6	182	https://www.orthodb.org/?query=57930at7215	methylated-DNA--protein-cysteine methyltransferase
57940at7215	Complete	2R	19292097	19291296	-	434.7	251	https://www.orthodb.org/?query=57940at7215	Neurotransmitter-gated ion-channel ligand-binding domain
57951at7215	Complete	X	6823068	6824054	+	369.5	223	https://www.orthodb.org/?query=57951at7215	ataxin-1
57957at7215	Complete	3R	13656304	13654783	-	647.2	397	https://www.orthodb.org/?query=57957at7215	RNA-binding protein Musashi homolog 2 isoform X1
57968at7215	Complete	3L	6019336	6025624	+	961.7	464	https://www.orthodb.org/?query=57968at7215	putative uncharacterized protein DDB_G0277255 isoform X1
57969at7215	Complete	3L	867994	870593	+	1441.1	725	https://www.orthodb.org/?query=57969at7215	cyclin-dependent kinase 12
57987at7215	Complete	3R	21097270	21083848	-	2903.8	1357	https://www.orthodb.org/?query=57987at7215	filaggrin
57992at7215	Complete	3R	19905310	19913081	+	1631.8	753	https://www.orthodb.org/?query=57992at7215	rho GTPase-activating protein 92B
57998at7215	Complete	X	12590448	12585941	-	2528.9	1266	https://www.orthodb.org/?query=57998at7215	LIM domain kinase 1
58004at7215	Complete	3L	14225686	14232052	+	1102.0	535	https://www.orthodb.org/?query=58004at7215	rab11 family-interacting protein 4B isoform X1
58005at7215	Complete	2L	9540643	9541744	+	545.4	287	https://www.orthodb.org/?query=58005at7215	uncharacterized protein LOC117902624
58006at7215	Complete	3L	16233195	16234027	+	408.0	222	https://www.orthodb.org/?query=58006at7215	iron-sulfur cluster co-chaperone protein HscB
58008at7215	Complete	X	9644376	9629108	-	1516.1	708	https://www.orthodb.org/?query=58008at7215	tyrosine-protein phosphatase non-receptor type 9
58009at7215	Complete	3L	9398586	9387787	-	1339.3	626	https://www.orthodb.org/?query=58009at7215	uncharacterized protein, isoform A
58010at7215	Complete	3L	5781830	5783240	+	517.1	317	https://www.orthodb.org/?query=58010at7215	peptidoglycan-recognition protein LD
58013at7215	Complete	3L	4697630	4697975	+	180.9	94	https://www.orthodb.org/?query=58013at7215	uncharacterized protein LOC120448055
58014at7215	Complete	2L	13513293	13504506	-	1945.8	989	https://www.orthodb.org/?query=58014at7215	uncharacterized protein LOC108058210 isoform X1
58016at7215	Complete	3L	11793586	11795387	+	987.8	482	https://www.orthodb.org/?query=58016at7215	spliceosome-associated protein CWC27 homolog
58021at7215	Complete	3R	5153931	5169563	+	848.7	431	https://www.orthodb.org/?query=58021at7215	defective proboscis extension response 16, isoform B
58041at7215	Complete	2L	16325027	16313381	-	854.7	445	https://www.orthodb.org/?query=58041at7215	NF-kappa-B inhibitor cactus
58079at7215	Complete	2L	10652114	10654220	+	569.4	419	https://www.orthodb.org/?query=58079at7215	uncharacterized protein LOC115758945 isoform X1
58081at7215	Complete	X	11359328	11359760	+	256.9	122	https://www.orthodb.org/?query=58081at7215	uncharacterized protein LOC108656480
58082at7215	Complete	3R	14151799	14148586	-	1621.6	909	https://www.orthodb.org/?query=58082at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108017220
58104at7215	Complete	2R	20825550	20822210	-	1769.8	861	https://www.orthodb.org/?query=58104at7215	inscuteable
58105at7215	Complete	3L	7244387	7245380	+	404.7	311	https://www.orthodb.org/?query=58105at7215	uncharacterized protein LOC4813150
58113at7215	Complete	2L	8438375	8442307	+	2377.3	1252	https://www.orthodb.org/?query=58113at7215	DNA repair protein complementing XP-G cells
58117at7215	Complete	3R	24319114	24328186	+	4486.9	2137	https://www.orthodb.org/?query=58117at7215	bromodomain and WD repeat-containing protein 3
58121at7215	Complete	3R	28812114	28817160	+	2133.9	1060	https://www.orthodb.org/?query=58121at7215	pre-mRNA-processing factor 39
58123at7215	Complete	2L	7193363	7191404	-	957.7	473	https://www.orthodb.org/?query=58123at7215	LOW QUALITY PROTEIN: protein FAM122A
58153at7215	Complete	2R	21324199	21341124	+	6833.1	3199	https://www.orthodb.org/?query=58153at7215	helicase domino
58154at7215	Complete	2R	24780957	24781707	+	482.1	240	https://www.orthodb.org/?query=58154at7215	polyadenylate-binding protein 1
58158at7215	Complete	3R	8029481	8028506	-	626.8	318	https://www.orthodb.org/?query=58158at7215	uncharacterized protein LOC117792385
58169at7215	Complete	3L	15870797	15851754	-	1643.4	837	https://www.orthodb.org/?query=58169at7215	Neurotransmitter-gated ion-channel ligand-binding domain
58173at7215	Complete	3L	8323432	8327012	+	266.9	131	https://www.orthodb.org/?query=58173at7215	cuticle protein 8
58175at7215	Complete	2R	24579598	24578350	-	681.5	396	https://www.orthodb.org/?query=58175at7215	testis-expressed protein 9
58178at7215	Complete	3R	20211254	20244484	+	2472.7	1151	https://www.orthodb.org/?query=58178at7215	neuroligin 4-like
58181at7215	Complete	3R	30690662	30692698	+	1198.3	612	https://www.orthodb.org/?query=58181at7215	uncharacterized protein LOC108111460
58184at7215	Complete	3L	6990830	6994272	+	956.1	562	https://www.orthodb.org/?query=58184at7215	forkhead box protein biniou
58196at7215	Complete	3L	17427069	17426310	-	425.9	209	https://www.orthodb.org/?query=58196at7215	DNA-directed RNA polymerase III subunit RPC7
58198at7215	Complete	3R	10222757	10223670	+	456.5	244	https://www.orthodb.org/?query=58198at7215	uncharacterized protein LOC111601773 isoform X1
58211at7215	Complete	X	2720567	2723882	+	1192.2	843	https://www.orthodb.org/?query=58211at7215	putative ATP-dependent RNA helicase SoYb
58233at7215	Complete	2L	158603	157946	-	388.7	205	https://www.orthodb.org/?query=58233at7215	protein transport protein SFT2
58234at7215	Complete	X	19652455	19659242	+	2155.6	1441	https://www.orthodb.org/?query=58234at7215	protein ELYS homolog
58239at7215	Complete	3L	12267629	12269197	+	775.9	429	https://www.orthodb.org/?query=58239at7215	Neurotransmitter-gated ion-channel ligand-binding domain
58251at7215	Complete	3L	902897	903611	+	424.4	235	https://www.orthodb.org/?query=58251at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108598371
58257at7215	Complete	X	16942582	16941577	-	730.3	323	https://www.orthodb.org/?query=58257at7215	zinc finger C4H2 domain-containing protein
58264at7215	Complete	3L	20815799	20813522	-	1440.0	735	https://www.orthodb.org/?query=58264at7215	uncharacterized protein, isoform A
58277at7215	Complete	X	16651482	16651838	+	115.6	89	https://www.orthodb.org/?query=58277at7215	uncharacterized protein LOC6617966 isoform X1
58283at7215	Complete	3R	4175392	4184046	+	1418.5	677	https://www.orthodb.org/?query=58283at7215	uncharacterized protein, isoform A
58292at7215	Complete	2L	7412506	7421957	+	1716.5	808	https://www.orthodb.org/?query=58292at7215	histone acetyltransferase KAT7
58293at7215	Complete	X	2738462	2735005	-	1552.2	807	https://www.orthodb.org/?query=58293at7215	Dynein heavy chain AAA lid domain
58299at7215	Complete	2R	19699317	19698844	-	243.0	137	https://www.orthodb.org/?query=58299at7215	Odorant-binding protein 56b
58319at7215	Complete	3R	4433747	4430121	-	2252.4	1062	https://www.orthodb.org/?query=58319at7215	eukaryotic translation initiation factor 3 subunit A
58322at7215	Complete	3R	11214128	11212870	-	824.4	373	https://www.orthodb.org/?query=58322at7215	zinc transporter 7
58331at7215	Complete	3L	21025020	20995706	-	5186.2	2482	https://www.orthodb.org/?query=58331at7215	mediator of RNA polymerase II transcription subunit 13
58332at7215	Complete	2L	864908	862168	-	1697.0	791	https://www.orthodb.org/?query=58332at7215	epidermal growth factor receptor kinase substrate 8
58374at7215	Complete	2L	8382955	8383616	+	233.4	186	https://www.orthodb.org/?query=58374at7215	Protein phosphatase 1 regulatory subunit 35, C-terminal
58390at7215	Complete	X	22992674	22982408	-	2240.5	1113	https://www.orthodb.org/?query=58390at7215	protein stoned-B
58396at7215	Complete	2R	21971172	21970830	-	150.1	101	https://www.orthodb.org/?query=58396at7215	protein FAM76B
58412at7215	Complete	3R	15917804	15910489	-	1901.8	1140	https://www.orthodb.org/?query=58412at7215	calponin homology domain-containing protein DDB_G0272472
58423at7215	Complete	2R	12687006	12688691	+	697.9	352	https://www.orthodb.org/?query=58423at7215	adenylate cyclase, terminal-differentiation specific
58429at7215	Complete	3L	19836675	19844859	+	5777.0	2564	https://www.orthodb.org/?query=58429at7215	mediator of RNA polymerase II transcription subunit 12
58444at7215	Complete	3L	21907821	21923185	+	1214.4	614	https://www.orthodb.org/?query=58444at7215	poly(rC)-binding protein 3
58447at7215	Complete	2L	455800	458387	+	1420.2	669	https://www.orthodb.org/?query=58447at7215	uncharacterized protein, isoform A
58458at7215	Complete	X	11776814	11770947	-	1501.2	691	https://www.orthodb.org/?query=58458at7215	uncharacterized protein LOC111075673 isoform X1
58470at7215	Complete	2L	2987446	2980178	-	4037.3	1916	https://www.orthodb.org/?query=58470at7215	chromodomain-helicase-DNA-binding protein 1
58474at7215	Complete	X	1691312	1675883	-	2276.6	1105	https://www.orthodb.org/?query=58474at7215	coiled-coil domain-containing protein CG32809
58475at7215	Complete	3R	25397494	25347605	-	2535.6	1263	https://www.orthodb.org/?query=58475at7215	furin-like protease 1
58479at7215	Complete	3L	212687	211700	-	517.9	272	https://www.orthodb.org/?query=58479at7215	THO complex protein 7
58482at7215	Complete	3L	7511376	7516463	+	2346.6	1310	https://www.orthodb.org/?query=58482at7215	large proline-rich protein bag6 isoform X1
58484at7215	Complete	2R	14971778	14979682	+	1727.3	819	https://www.orthodb.org/?query=58484at7215	uncharacterized protein LOC108030030 isoform X1
58486at7215	Complete	2L	13382939	13385229	+	910.1	466	https://www.orthodb.org/?query=58486at7215	interferon-inducible double-stranded RNA-dependent protein kinase activator A homolog isoform X1
58504at7215	Complete	3L	8579512	8598905	+	4802.1	2416	https://www.orthodb.org/?query=58504at7215	uncharacterized protein LOC117580200 isoform X1
58512at7215	Complete	3R	25662414	25664652	+	1318.7	622	https://www.orthodb.org/?query=58512at7215	myb-like protein AA
58513at7215	Complete	2L	2236541	2231936	-	2069.0	1005	https://www.orthodb.org/?query=58513at7215	protein transport protein Sec24C
58526at7215	Complete	3R	29153139	29152250	-	537.1	275	https://www.orthodb.org/?query=58526at7215	histone RNA hairpin-binding protein
58527at7215	Complete	3R	24372736	24370771	-	664.7	364	https://www.orthodb.org/?query=58527at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC6563885
