"genome","completeness","contamination"
"3300028800_18.fna",90,4.13
"3300028800_8.fna",82.42,8.67
"3300029957_7.fna",98.9,2.2
"3300031235_5.fna",93.99,8.12
"3300031235_8.fna",97.61,0.55
"3300031235_7.fna",78.58,2.3
"3300031235_9.fna",81,7.65
"3300031235_6.fna",97.8,1.1
"3300031238_9.fna",97.35,0.5
"3300031238_10.fna",91.88,0
"3300031238_8.fna",96.7,0
"3300031238_5.fna",99.46,2.45
"3300031239_7.fna",99.57,0.85
"3300031239_8.fna",78.72,0.86
"3300031240_22.fna",70.22,2.25
"3300031241_12.fna",98.54,1.94
"3300031241_11.fna",74,1.51
"3300031242_4.fna",94.3,4.23
"3300031242_5.fna",71.47,4.93
"3300031242_9.fna",72.77,0
"3300031247_5.fna",74.39,1.96
"3300031249_3.fna",83.9,0
"3300031250_10.fna",88.98,7.74
"3300031250_9.fna",77.4,4.08
"3300031250_24.fna",71.84,0
"3300031250_12.fna",77.41,3.01
"3300031251_8.fna",85.36,5.72
"3300031251_14.fna",73.68,7.02
"3300031251_21.fna",99.72,1.04
"3300031251_15.fna",98.65,0.98
"3300031251_9.fna",100,5.85
"3300031251_13.fna",95.83,8.14
"3300031251_20.fna",98.92,1.77
"3300031251_24.fna",89.66,0.99
"3300031251_18.fna",93.81,1.67
"3300031251_34.fna",77.24,8.99
"3300031251_19.fna",100,0.99
"3300031251_26.fna",96.11,0.86
"3300031344_27.fna",91.75,0.07
"3300031344_20.fna",95.45,1.14
"3300031344_21.fna",94.38,8.91
"3300031344_45.fna",73.64,0.86
"3300031344_14.fna",97.8,0
"3300031344_12.fna",99.38,0.14
"3300031344_17.fna",79.39,7.77
"3300031548_23.fna",72.14,0
"3300031548_12.fna",87.34,3.21
"3300031548_13.fna",100,4.66
"3300031548_18.fna",89.73,0.17
"3300031595_10.fna",81.32,5.57
"3300031595_6.fna",70.96,1.42
"3300031595_12.fna",92.23,3.38
"3300031691_8.fna",75.67,9.27
"3300031711_19.fna",97.57,7.04
"3300031711_12.fna",96.92,0.5
"3300031711_11.fna",97.8,0
"3300031712_8.fna",97.8,0
"3300031712_13.fna",97.75,3.37
"3300031712_12.fna",87.81,6.45
"3300031712_7.fna",93.2,6.34
"3300031712_10.fna",71.37,7.98
"3300031712_18.fna",72.77,2.27
"3300031712_23.fna",76.85,0
"3300031728_11.fna",75.86,3.29
"3300031728_6.fna",74.91,5.04
"3300031852_7.fna",90.41,0.68
"3300031852_6.fna",95.72,2.61
"3300031901_10.fna",85.34,8.29
"3300031995_8.fna",88.36,0.37
"3300032002_9.fna",87.76,5.77
"3300032004_16.fna",72.48,1.02
"3300032005_9.fna",76.37,6.02
"3300032005_7.fna",97.84,9.04
"3300034817_1.fna",71.01,9.78
"3300035089_4.fna",89.11,3.38
"3300035112_3.fna",95.95,2.25
"3300035114_2.fna",97.24,2.15
"3300035117_5.fna",83.42,2.91
"3300035118_5.fna",88.51,2.91
"3300035118_4.fna",78.62,2.42
"3300035119_4.fna",88.61,6.47
"3300035170_5.fna",71.98,1.2
"3300035172_4.fna",87.14,2.91
"3300035242_4.fna",84.48,2.7
"3300035691_4.fna",98.65,2.28
"3300035695_11.fna",71.25,0.1
"3300035695_5.fna",98.68,7.26
"3300035724_6.fna",98.06,2.91
"3300035724_5.fna",77.24,4.95
"3300036401_7.fna",94.17,1.94
"3300036401_10.fna",77.36,5.72
"3300037466_18.fna",85.86,1.42
"3300037466_12.fna",76.42,7.07
"3300037466_25.fna",73.04,0
"3300037471_14.fna",99.05,0.95
"3300037471_20.fna",98.1,8.84
"3300037471_24.fna",91.32,0
"3300037471_13.fna",79.01,4.16
"3300037471_16.fna",87.16,4.73
"3300038443_13.fna",87.54,1.46
"3300041404_3.fna",97.36,1.43
"3300041404_16.fna",78.32,1.04
"3300041405_19.fna",70.69,0
"3300041407_8.fna",84.75,1.02
"3300041411_12.fna",84.06,2.84
"3300041413_6.fna",72.15,5.18
"3300041413_8.fna",87.25,0.49
"3300042001_2.fna",77.4,0
"3300042002_11.fna",90.11,0.12
"3300042004_6.fna",84.12,2.33
"3300042004_1.fna",74.49,2.23
"3300042005_4.fna",85.82,1.11
"3300042006_21.fna",75.69,3.19
"3300042006_6.fna",85.32,2.35
"3300042007_7.fna",78.74,3.93
"3300042007_24.fna",87.36,1.72
"3300042011_2.fna",79.21,1.46
"3300042014_6.fna",71.78,1.15
"3300042016_4.fna",82.82,1.29
"3300042115_5.fna",85.24,2.9
"3300042115_3.fna",95.85,0.49
"3300042127_3.fna",99.28,1.36
"3300042130_2.fna",85.67,0.68
"3300042131_1.fna",88.28,1.9
"3300042138_1.fna",90.69,2.61
"3300042139_1.fna",74.14,1.72
"3300042145_9.fna",72.02,1.41
"3300042146_3.fna",85.89,0.44
"3300042157_5.fna",75.65,1
"3300042184_3.fna",91.04,0.5
"3300042439_4.fna",71.26,0
"3300042531_7.fna",89.49,2.28
"3300042876_35.fna",70.9,0.25
"3300042876_123.fna",86.22,3.44
"3300042876_4.fna",82.85,3.12
"3300042876_30.fna",78.71,0
"3300042876_47.fna",96.27,0.15
"3300042876_127.fna",80.02,0
"3300042876_128.fna",95.78,0
"3300042876_122.fna",96.67,2.78
"3300042876_72.fna",75.22,1.85
"3300042876_140.fna",96.83,0
"3300042876_75.fna",99.35,0.16
"3300042876_129.fna",95.09,0.85
"3300042876_13.fna",78.36,2.83
"3300042876_73.fna",97.74,5.49
"3300042876_53.fna",95.36,0.23
"3300042876_109.fna",84.48,4.42
"3300042876_26.fna",100,2.15
"3300042876_143.fna",88.88,4.02
"3300042876_144.fna",74.61,1.72
"3300042876_145.fna",74.96,3.85
"3300042876_148.fna",73.1,2.39
"3300042876_149.fna",70.55,5.65
"3300042876_137.fna",77.98,0.16
"3300042876_138.fna",99.57,1.98
"3300042876_139.fna",90.76,0
"3300042876_141.fna",100,0.56
"3300042876_142.fna",84.27,1.82
"3300042876_3.fna",95.98,0.81
"3300042876_121.fna",70.12,0
"3300042876_76.fna",70.76,3.41
"3300042876_21.fna",82.75,1.09
"3300042876_77.fna",71.29,0
"3300042876_79.fna",90.82,1.63
"3300042876_116.fna",81.57,4
"3300042876_81.fna",94.3,1.13
"3300042876_82.fna",78.38,6.3
"3300042876_114.fna",90.14,2.15
"3300042876_6.fna",99.44,0
"3300042876_87.fna",97.95,2.4
"3300042876_113.fna",89.38,5.16
"3300042876_86.fna",95.63,0.82
"3300042876_112.fna",91.23,2.21
"3300044656_14.fna",73.58,3.37
"3300044656_21.fna",97.08,2.94
"3300044656_22.fna",90.16,1.01
"3300044656_32.fna",88.78,2.21
"3300044658_18.fna",72.58,7.76
"3300044658_15.fna",77.64,3.6
"3300044658_32.fna",76.93,0.33
"3300044658_14.fna",97.8,1.76
"3300044658_7.fna",97.09,2.98
"3300044658_31.fna",81.63,1.8
"3300044658_13.fna",85.59,2.49
"3300044658_23.fna",99.51,0
"3300044673_77.fna",92.47,0.54
"3300044673_11.fna",96.67,2.78
"3300044673_76.fna",98.77,2.15
"3300044673_10.fna",72.77,0.99
"3300044673_36.fna",92.22,1.19
"3300044673_16.fna",100,0
"3300044673_48.fna",96.25,2.5
"3300044673_49.fna",80.97,0.22
"3300044673_53.fna",96.13,1.29
"3300044673_9.fna",97.69,2.42
"3300044673_17.fna",77.43,0
"3300044673_87.fna",98.67,2.58
"3300044673_72.fna",72.74,3.47
"3300044673_71.fna",79.31,0
"3300044673_55.fna",90.17,5.48
"3300044673_32.fna",99.98,1.94
"3300044673_54.fna",93.55,3.51
"3300044673_37.fna",98.85,1.15
"3300044673_70.fna",88.56,5.92
"3300044673_35.fna",87.24,1.94
"3300044673_6.fna",74.9,2.1
"3300044673_44.fna",79.3,2.42
"3300044673_69.fna",92.78,4.88
"3300044673_58.fna",91.61,2.18
"3300044673_7.fna",86.73,3.36
"3300044673_43.fna",99.44,0
"3300044683_14.fna",73.81,3.77
"3300044683_29.fna",98.99,2.02
"3300044684_27.fna",95.58,1.3
"3300044684_62.fna",94.83,6.93
"3300044684_52.fna",71.84,2.97
"3300044684_6.fna",75.18,1.15
"3300044684_41.fna",84.59,5.43
"3300044684_44.fna",74.87,3.3
"3300044684_12.fna",96.72,1.46
"3300044684_55.fna",86.84,1.95
"3300044684_49.fna",79.1,1.15
"3300044693_2.fna",91.88,2.99
"3300044693_29.fna",79.21,1.89
"3300044693_26.fna",76.19,3.85
"3300044693_27.fna",96.93,7.21
"3300044693_6.fna",89.46,3.82
"3300044694_9.fna",92.02,2.21
"3300044694_34.fna",86.82,1.6
"3300044694_26.fna",95.26,1.29
"3300044706_15.fna",77.91,4.32
"3300044712_165.fna",81.36,8.36
"3300044712_163.fna",97.91,1.24
"3300044712_106.fna",72.57,3.79
"3300044712_108.fna",97.01,1.53
"3300044712_168.fna",75.16,0
"3300044712_308.fna",98.51,0
"3300044712_339.fna",87.64,2.32
"3300044712_37.fna",92.81,1.92
"3300044712_170.fna",91.95,2.11
"3300044712_171.fna",82.24,0.93
"3300044712_173.fna",79.62,1.72
"3300044712_20.fna",85.58,2.69
"3300044712_109.fna",99.16,0.84
"3300044712_110.fna",86.77,3.2
"3300044712_112.fna",88.75,0.48
"3300044712_114.fna",78.71,0
"3300044712_115.fna",94.07,0.99
"3300044712_119.fna",98.13,0.55
"3300044712_160.fna",72,0
"3300044712_162.fna",97.27,2.73
"3300044712_128.fna",97.42,3.08
"3300044712_129.fna",91.55,3.41
"3300044712_130.fna",82.6,0.68
"3300044712_134.fna",77.43,0
"3300044712_140.fna",96.36,2
"3300044712_141.fna",82.22,0.55
"3300044712_142.fna",96.67,3.61
"3300044712_146.fna",78.95,1.75
"3300044712_336.fna",86.33,2.26
"3300044712_152.fna",93.35,0.82
"3300044712_153.fna",83.16,1.15
"3300044712_156.fna",73.43,0.99
"3300044712_256.fna",92.73,7.58
"3300044712_259.fna",70.06,6.9
"3300044712_26.fna",78.04,1.12
"3300044712_39.fna",99.09,5.15
"3300044712_4.fna",73.8,5.01
"3300044712_49.fna",73.68,0
"3300044712_147.fna",92.07,2.51
"3300044712_120.fna",83.59,2.14
"3300044712_102.fna",87.16,3.38
"3300044712_196.fna",94.55,1.27
"3300044712_289.fna",91.36,0.61
"3300044712_292.fna",70.98,0
"3300044712_294.fna",92.9,0.86
"3300044712_295.fna",87.37,3.95
"3300044712_304.fna",99.32,1.35
"3300044712_306.fna",71.79,0
"3300044712_307.fna",73.76,0
"3300044712_83.fna",73.12,0.54
"3300044712_310.fna",77.98,0.16
"3300044712_311.fna",98.51,0
"3300044712_313.fna",95.16,1.94
"3300044712_314.fna",98.64,0.54
"3300044712_315.fna",98.84,0
"3300044712_320.fna",97.3,3.38
"3300044712_321.fna",100,4.17
"3300044712_326.fna",75.44,0
"3300044712_327.fna",92.74,1.71
"3300044712_329.fna",77.04,1.61
"3300044712_330.fna",95.91,0.97
"3300044712_331.fna",85.02,0
"3300044712_332.fna",74.56,0
"3300044712_333.fna",86.18,6.22
"3300044712_335.fna",82.3,2.26
"3300044712_25.fna",97.14,2.38
"3300044712_63.fna",98.36,0.82
"3300044712_264.fna",78.92,2.91
"3300044712_265.fna",91.11,7.1
"3300044712_186.fna",78.38,3.29
"3300044712_191.fna",91.69,1.64
"3300044712_56.fna",79.08,1.85
"3300044712_91.fna",95.08,0.15
"3300044712_94.fna",70.62,0.1
"3300044712_74.fna",91.06,0.57
"3300044712_77.fna",77.91,2.4
"3300044712_78.fna",98.1,0
"3300044712_210.fna",91.24,5.13
"3300044712_88.fna",98.12,1.69
"3300044712_89.fna",70.16,8.12
"3300044712_286.fna",94.88,0.97
"3300044712_23.fna",95.64,6.6
"3300044712_230.fna",97.46,0
"3300044712_97.fna",94.72,6.45
"3300044712_99.fna",77.43,0
"3300044712_24.fna",85.68,2.15
"3300044712_240.fna",73.72,4.27
"3300044712_245.fna",73.49,1.12
"3300044712_283.fna",97.44,3.42
"3300044712_226.fna",96.11,0
"3300044712_204.fna",88.61,0
"3300044712_207.fna",98.49,0
"3300044712_269.fna",75.71,0
"3300044712_55.fna",89.89,0
"3300044712_232.fna",77.21,0
"3300044712_233.fna",80.54,0
"3300044712_220.fna",71.3,4.32
"3300044712_235.fna",94.87,3.42
"3300044712_234.fna",99.44,0.56
"3300044712_22.fna",91.22,2.22
"3300044712_27.fna",74.62,0
"3300044719_6.fna",80.41,0.6
"3300044719_14.fna",96.96,2.03
"3300044719_30.fna",88.46,2.37
"3300044719_20.fna",79.13,4.1
"3300044719_18.fna",75.43,2.03
"3300044735_13.fna",70.41,2.64
"3300044735_22.fna",86.6,4.95
"3300044735_1.fna",77.22,2.03
"3300044735_9.fna",75.57,1.58
"3300044735_26.fna",75.56,3.3
"3300044765_30.fna",88.91,4.58
"3300044765_23.fna",81.45,3.96
"3300044765_12.fna",90.33,2.15
"3300044765_32.fna",79.24,0.12
"3300044842_42.fna",82.34,1.57
"3300044842_11.fna",89.9,6.33
"3300044842_7.fna",86.94,2.22
"3300044842_30.fna",81.76,3.55
"3300044842_12.fna",76.26,3.02
"3300044901_10.fna",87.18,4.13
"3300045049_17.fna",84.16,1.49
"3300045049_37.fna",98.03,1.64
"3300045049_56.fna",90.36,1.79
"3300045049_28.fna",73.7,2.01
"3300045049_38.fna",93.98,2.15
"3300045051_170.fna",72.77,0.99
"3300045051_171.fna",99.66,1.71
"3300045051_175.fna",76.02,0
"3300045051_109.fna",77.43,0
"3300045051_105.fna",93.58,1.83
"3300045051_106.fna",80.31,0
"3300045051_116.fna",97.67,1.37
"3300045051_180.fna",98.85,1.15
"3300045051_100.fna",99.44,0
"3300045051_62.fna",77.37,2.63
"3300045051_7.fna",76.88,2.2
"3300045051_70.fna",79.93,2.87
"3300045051_184.fna",95.32,4.45
"3300045051_186.fna",98.18,2.91
"3300045051_190.fna",95.45,1.14
"3300045051_194.fna",84.6,1.67
"3300045051_11.fna",94.12,2.1
"3300045051_111.fna",74.7,2.28
"3300045051_112.fna",98.89,0.95
"3300045051_115.fna",85.82,2.76
"3300045051_153.fna",78.4,0
"3300045051_10.fna",88.58,0.13
"3300045051_121.fna",96.24,1.31
"3300045051_122.fna",76.66,3.91
"3300045051_126.fna",83.42,0.54
"3300045051_128.fna",95.76,1.91
"3300045051_130.fna",92.37,1.08
"3300045051_135.fna",89.51,1.12
"3300045051_136.fna",87.33,2.7
"3300045051_143.fna",81.94,2.83
"3300045051_145.fna",89.5,3.36
"3300045051_119.fna",90.22,0
"3300045051_12.fna",95.99,6.23
"3300045051_58.fna",80.27,3.74
"3300045051_90.fna",75.99,0
"3300045051_91.fna",96.55,2.11
"3300045051_195.fna",85.84,0.1
"3300045051_73.fna",81.64,3.23
"3300045051_8.fna",88.39,2.27
"3300045051_151.fna",71.48,0
"3300045051_19.fna",74.53,0
"3300045051_89.fna",99.46,2.15
"3300045051_28.fna",76.38,5.17
"3300045051_36.fna",96.82,0.35
"3300045051_37.fna",91.71,1.47
"3300045051_39.fna",93.1,2.4
"3300045051_196.fna",86.98,2.92
"3300045051_198.fna",84.45,1.64
"3300045051_199.fna",71.84,0
"3300045051_99.fna",98.72,1.48
"3300045051_204.fna",75.92,7.35
"3300045051_23.fna",79.54,1.2
"3300045051_24.fna",71.64,0.85
"3300045051_26.fna",99.32,1.29
"3300045051_189.fna",85.6,1.43
"3300045051_85.fna",75.05,0.45
"3300045051_97.fna",94.01,2.25
"3300045051_95.fna",76.73,0
"3300045051_187.fna",99,1.16
"3300045051_188.fna",92.01,0
"3300045836_40.fna",73.75,0.81
"3300045836_35.fna",88.82,1
"3300045836_21.fna",83.66,1.95
"3300045836_24.fna",90.61,4.02
"3300045976_17.fna",84.93,0.68
"3300045976_36.fna",76.72,1.72
"3300045976_9.fna",96.98,0.86
"3300046452_18.fna",71.03,0.86
"3300046452_2.fna",90.11,1.41
"3300046452_10.fna",97.53,0.92
"3300046452_6.fna",91.51,5.08
"3300046453_15.fna",97.7,0.45
"3300046453_13.fna",74.48,2.59
"3300046453_11.fna",95.77,0.67
"3300046453_14.fna",100,0
"3300046453_29.fna",96.7,1.71
"3300046453_30.fna",98.26,0.85
"3300046453_7.fna",97.48,0.94
"3300046454_34.fna",94.27,6.03
"3300046454_36.fna",76.02,4.76
"3300046454_27.fna",97.3,1.35
"3300046454_24.fna",96.66,4.21
"3300046455_34.fna",70.13,0.68
"3300046455_9.fna",94.68,0.86
"3300046455_5.fna",85.69,1.72
"3300046455_2.fna",95.24,1.64
"3300046457_5.fna",95.75,1.59
"3300046457_14.fna",74.29,4.31
"3300046457_24.fna",83.93,1.27
"3300046457_1.fna",99.6,1.2
"3300046458_14.fna",93.87,0.11
"3300046458_19.fna",72.41,0
"3300046458_1.fna",96.63,1.53
"3300046458_6.fna",71.9,3.45
"3300046458_16.fna",93.04,3.34
"3300046459_2.fna",96.58,2.56
"3300046459_41.fna",78.62,6.9
"3300046459_27.fna",82.05,0.84
"3300046460_45.fna",74.83,3.45
"3300046460_40.fna",73.43,0.86
"3300046460_36.fna",98.02,2.86
"3300046460_11.fna",99.98,1.69
"3300046460_2.fna",94.63,3.4
"3300046460_20.fna",95.17,0.95
"3300046460_31.fna",96.47,1.71
"3300046460_54.fna",83.16,2.3
"3300046460_58.fna",74.02,3.59
"3300046460_28.fna",97.59,1.91
"3300046461_6.fna",72.32,1.71
"3300046461_13.fna",96.55,0.86
"3300046461_16.fna",92.07,2.01
"3300046462_5.fna",85.39,6.59
"3300046462_40.fna",87.17,3.9
"3300046462_58.fna",90.66,4.4
"3300046462_59.fna",94.11,1.03
"3300046462_9.fna",78.46,0.93
"3300046462_50.fna",72.45,2.61
"3300046462_48.fna",75.85,1.98
"3300046462_51.fna",92.98,6.84
"3300046463_26.fna",78.85,2.51
"3300046463_30.fna",80.81,8.14
"3300046463_43.fna",98.31,1.53
"3300046463_25.fna",96.41,5.75
"3300046463_16.fna",72.2,0.05
"3300046463_6.fna",97.8,6.59
"3300046463_38.fna",70.76,9.89
"3300046471_48.fna",97.01,1.71
"3300046471_22.fna",97.85,1.3
"3300046471_2.fna",100,1.57
"3300046471_49.fna",100,0.85
"3300046471_39.fna",96.04,3.48
"3300046471_19.fna",95.65,1.51
"3300046471_37.fna",98.36,0
"3300046471_50.fna",97.02,1.43
"3300046471_44.fna",86.45,2.22
"3300046471_47.fna",97.94,2.62
"3300046471_7.fna",75.02,0.86
"3300046471_38.fna",96.37,2.04
"3300046471_43.fna",98.22,3.14
"3300046471_17.fna",74.04,0
"3300046471_41.fna",96.94,0.14
"3300046471_9.fna",99.16,0.62
"3300046471_1.fna",94.6,4.05
"3300046471_42.fna",87.33,1.2
"3300046472_56.fna",88.69,6.46
"3300046472_59.fna",75.48,5.02
"3300046472_54.fna",91.98,2.01
"3300046472_5.fna",88.01,0.68
"3300046472_57.fna",81.91,1.75
"3300046472_50.fna",88.42,4.48
"3300046472_18.fna",77.93,1.72
"3300046472_48.fna",81.72,4.4
"3300046472_45.fna",89.32,7.99
"3300046472_7.fna",90.76,5.04
"3300046473_32.fna",80.02,4.4
"3300046473_22.fna",89.58,3.39
"3300046473_35.fna",82.63,4.27
"3300046473_28.fna",97.01,1.45
"3300046473_18.fna",89.28,0.58
"3300046473_11.fna",98.28,0.86
"3300046473_15.fna",71.27,2.2
"3300046474_6.fna",95.55,1.07
"3300046474_29.fna",99.01,0.13
"3300046474_4.fna",94.78,1.99
"3300046475_11.fna",82.08,7.59
"3300046475_20.fna",79.7,1.28
"3300046475_27.fna",79.62,4.99
"3300046475_22.fna",74.61,2.95
"3300046475_5.fna",93.5,1.71
"3300046475_28.fna",79.99,1.72
"3300046476_7.fna",91.69,0.86
"3300046476_9.fna",79.37,7.47
"3300046476_25.fna",77.18,0
"3300046476_23.fna",79.68,6.41
"3300046476_16.fna",88.7,2.37
"3300046477_4.fna",79.84,2.9
"3300046477_24.fna",98.63,2.29
"3300046477_11.fna",97.01,0
"3300046491_21.fna",82.76,0.86
"3300046491_19.fna",79.38,1.53
"3300046492_19.fna",96.05,1.08
"3300046492_31.fna",75.63,6.9
"3300046492_33.fna",74.72,0.95
"3300046499_9.fna",85.49,4.9
"3300046499_19.fna",96.98,1.72
"3300046499_4.fna",94.87,0.82
"3300046500_5.fna",93.5,2.03
"3300046500_9.fna",87.54,4.76
"3300046500_21.fna",85.78,0.98
"3300046501_39.fna",76.9,3.45
"3300046506_27.fna",97.65,0.47
"3300046506_13.fna",95.65,3.82
"3300046506_38.fna",98.93,1.07
"3300046506_26.fna",95.27,1.48
"3300046506_35.fna",90.8,1.57
"3300046506_9.fna",99.15,1.01
"3300046507_30.fna",96.56,1.51
"3300046507_25.fna",89.68,8.34
"3300046507_12.fna",95.8,3.55
"3300046507_1.fna",98.32,2.97
"3300046507_19.fna",96.12,0.86
"3300046507_6.fna",85.55,1.9
"3300046507_69.fna",96.24,6.25
"3300046507_52.fna",70.73,2.22
"3300046507_55.fna",92.11,0.8
"3300046507_62.fna",99.5,1.01
"3300046511_22.fna",75.84,6.92
"3300046511_37.fna",98.95,5.25
"3300046511_35.fna",91.81,0.86
"3300046511_44.fna",77.47,0.14
"3300046511_42.fna",97.41,1.72
"3300046511_24.fna",71.11,0
"3300046511_33.fna",87.6,2.47
"3300046511_40.fna",87.24,6.45
"3300046511_38.fna",71.07,1.34
"3300046512_18.fna",98.89,1.62
"3300046512_50.fna",88.54,3.41
"3300046512_8.fna",76.84,1.42
"3300046512_14.fna",83.76,3.01
"3300046512_5.fna",90.36,2.01
"3300046512_21.fna",99.32,0.37
"3300046512_12.fna",99.33,1.21
"3300046512_44.fna",77.93,0.86
"3300046512_33.fna",95.59,2.07
"3300046512_39.fna",88.63,5.87
"3300046512_9.fna",97.96,3.23
"3300046512_34.fna",96.81,2.36
"3300046513_3.fna",97.38,3.29
"3300046513_17.fna",97.65,0.94
"3300046513_30.fna",84.4,2.81
"3300046513_2.fna",78.53,5.08
"3300046514_19.fna",96,2.59
"3300046514_25.fna",95.31,4.03
"3300046514_16.fna",90.11,0.06
"3300046514_27.fna",75.11,4.05
"3300046514_35.fna",70.68,2.97
"3300046514_29.fna",94.52,0.85
"3300046515_15.fna",92.21,5.47
"3300046515_25.fna",95.69,0.86
"3300046515_18.fna",97.24,0.42
"3300046516_26.fna",84.25,0.79
"3300046516_30.fna",92.47,2.75
"3300046516_25.fna",74.92,3.45
"3300046516_39.fna",80.34,8.12
"3300046516_32.fna",94.59,1.72
"3300046516_9.fna",91.9,2.16
"3300046516_53.fna",98.63,1.87
"3300046516_40.fna",89.01,5.62
"3300046516_41.fna",85.75,0.85
"3300046517_21.fna",91.88,2.14
"3300046517_59.fna",76.58,2.56
"3300046517_17.fna",96.59,2.27
"3300046517_28.fna",77.76,5.17
"3300046517_36.fna",97.97,5.88
"3300046517_27.fna",70.43,1.2
"3300046517_54.fna",91.38,1.72
"3300046517_8.fna",70.55,2.56
"3300046517_37.fna",74.22,0.87
"3300046517_34.fna",95.17,6.47
"3300046518_5.fna",86.95,5.01
"3300046518_3.fna",80.45,5
"3300046519_23.fna",92.24,5.41
"3300046519_22.fna",97.44,3.28
"3300046519_16.fna",83.22,0.25
"3300046519_41.fna",92.93,3.33
"3300046519_14.fna",84.81,4.6
"3300046520_31.fna",89.82,3.74
"3300046520_20.fna",97.46,1.12
"3300046522_48.fna",95.84,2.79
"3300046522_18.fna",83.26,2
"3300046522_40.fna",77.29,4.56
"3300046522_8.fna",96.17,0.49
"3300046522_31.fna",97.3,4.05
"3300046522_38.fna",86.38,1.37
"3300046522_5.fna",84.91,6.12
"3300046522_33.fna",98.9,5.68
"3300046522_6.fna",96.59,1.05
"3300046523_4.fna",80.45,3.03
"3300046523_19.fna",87.08,0.86
"3300046523_17.fna",83.84,0.86
"3300046524_14.fna",97.53,1.37
"3300046524_27.fna",83.26,3.03
"3300046524_44.fna",97.84,1.76
"3300046524_37.fna",95.04,2.96
"3300046524_38.fna",93.99,1.29
"3300046524_53.fna",96.22,1.03
"3300046524_59.fna",96.18,4.19
"3300046524_52.fna",78.48,0.99
"3300046525_10.fna",75,0
"3300046525_8.fna",99.32,0
"3300046525_13.fna",84.48,3.47
"3300046525_3.fna",99.32,0.54
"3300046526_14.fna",87.75,2.56
"3300046526_24.fna",78.69,1.99
"3300046526_28.fna",86.14,1.09
"3300046528_4.fna",74.48,1.72
"3300046529_18.fna",93.1,0
"3300046529_28.fna",97.84,1.76
"3300046529_26.fna",81.39,0.97
"3300046529_20.fna",70.14,3.25
"3300046529_31.fna",90.29,4.4
"3300046529_44.fna",89.01,4.95
"3300046529_30.fna",92.07,1.29
"3300046529_53.fna",74.64,1.72
"3300046529_8.fna",77.83,2.14
"3300046530_26.fna",92.76,0.65
"3300046530_27.fna",99.65,1.41
"3300046530_31.fna",100,0
"3300046530_25.fna",94.55,3.89
"3300046530_13.fna",97.7,0.04
"3300046530_15.fna",95.19,0.49
"3300046531_5.fna",91.29,4.4
"3300046531_37.fna",77.9,1.28
"3300046531_44.fna",84.6,4.62
"3300046531_3.fna",84.54,6.04
"3300046531_28.fna",76.52,1.44
"3300046533_8.fna",75.59,3.49
"3300046533_42.fna",79.18,1.94
"3300046533_15.fna",98.31,2.66
"3300046535_20.fna",98.65,5.54
"3300046535_37.fna",83.28,4.05
"3300046535_21.fna",84.24,1.29
"3300046535_2.fna",86.21,9.2
"3300046535_39.fna",70.78,7.77
"3300046535_40.fna",82.2,1.93
"3300046535_8.fna",94.87,4.33
"3300046536_21.fna",89.01,8.47
"3300046536_17.fna",93.82,0.86
"3300046536_47.fna",84.14,5.72
"3300046536_35.fna",70.69,0
"3300046536_46.fna",90.33,2.99
"3300046536_16.fna",99.42,4.61
"3300046537_3.fna",70.85,4.6
"3300046538_36.fna",72.63,0
"3300046538_1.fna",99.51,0
"3300046538_37.fna",98.25,0.85
"3300046538_32.fna",79.4,3.76
"3300046538_18.fna",89.07,1.52
"3300046539_1.fna",84.1,4.27
"3300046542_21.fna",90.42,1.5
"3300046542_17.fna",87.2,9.74
"3300046542_23.fna",92.81,2.63
"3300046543_48.fna",93.59,1.99
"3300046543_54.fna",84.83,2.91
"3300046543_6.fna",97.09,1.71
"3300046543_26.fna",99.58,2.19
"3300046543_16.fna",93.59,6.41
"3300046543_2.fna",89.43,1.92
"3300046543_21.fna",79.43,3.51
"3300046543_27.fna",84.62,1.1
"3300046543_25.fna",76.13,3.22
"3300046543_29.fna",91.21,8.79
"3300046557_10.fna",96.98,2.16
"3300046557_11.fna",84.35,1.99
"3300046557_2.fna",92.33,1.89
"3300046557_8.fna",72.52,2.6
"3300046557_19.fna",91.3,3.19
"3300046557_7.fna",70.33,6.03
"3300046558_21.fna",99.51,0.52
"3300046558_40.fna",93.58,0.92
"3300046558_20.fna",71.93,3.24
"3300046558_30.fna",96.67,1.67
"3300046558_31.fna",76.57,1.36
"3300046558_13.fna",90.69,0.37
"3300046558_38.fna",97.62,0.49
"3300046559_33.fna",82.67,5.13
"3300046559_28.fna",97.84,0.86
"3300046559_24.fna",97.84,3.61
"3300046559_30.fna",80.29,0.88
"3300046559_41.fna",79.96,1.75
"3300046559_7.fna",70.58,0
"3300046559_29.fna",76.18,3.79
"3300046559_54.fna",87.82,2.69
"3300046615_19.fna",88.32,1.79
"3300046615_16.fna",91.66,1.72
"3300046616_19.fna",99.4,4.02
"3300046616_26.fna",81.62,2.22
"3300046616_25.fna",91.39,0.71
"3300046616_37.fna",98.53,1.51
"3300046616_20.fna",98.03,0
"3300046616_5.fna",91.26,2.63
"3300046616_35.fna",97.04,0.03
"3300046616_28.fna",85.04,1.22
"3300046616_29.fna",97.08,0.96
"3300046616_9.fna",99.3,1.19
"3300046616_46.fna",92.31,2.61
"3300046616_48.fna",96.67,0.71
"3300046616_39.fna",99.15,2.98
"3300046642_26.fna",94.4,1.29
