"MAG_ID","IMG.Genome.ID","Bin.Completeness","Bin.Contamination","Average.Coverage","Genome_size_Mbp","Ecosystem.x","Latitude","Longitude","Source","GTDB.Taxonomy.Lineage"
"3300063053_71",3300063053,79.03,2.69,11.26,2.712615,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; UBA1135; UBA1135; UBA1135; GCA-2746235"
"3300063053_41",3300063053,93.41,1.65,11.59,2.656777,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Eisenbacteria; RBG-16-71-46; SZUA-252; SZUA-252; SZUA-252"
"3300063053_68",3300063053,98.6,0.47,39.97,5.25235,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; CADEEN01"
"3300063053_69",3300063053,98.11,1.69,14.67,4.000038,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"
"3300063053_62",3300063053,74.42,2.9,19.7,3.221182,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae; Ilumatobacter"
"3300063053_74",3300063053,76.23,4.13,25.82,4.581975,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; JAENWD01"
"3300063053_72",3300063053,91.64,3.85,26.66,5.310891,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; WLNW01; WLNW01"
"3300063054_2",3300063054,79.32,2.25,22.34,3.353302,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae"
"3300063054_14",3300063054,92.96,1.01,21.78,2.483347,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae"
"3300063054_31",3300063054,97.44,3.42,16.82,8.610273,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Thermoanaerobaculia; UBA5704; UBA5704; UBA5704"
"3300063054_12",3300063054,97.39,0.87,13.65,3.126477,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aestuariivirgaceae; Aestuariivirga"
"3300063054_3",3300063054,77.65,8.97,17.37,6.075787,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; 2-12-FULL-66-21; JACCXG01"
"3300063054_66",3300063054,78.24,1.29,23.3,3.798585,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968; WHTF01"
"3300063054_29",3300063054,93.91,2.1,18.52,3.398023,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aestuariivirgaceae; CABJBCQ01"
"3300063054_73",3300063054,76.68,2.26,15.46,3.375419,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968; WHTF01"
"3300063054_39",3300063054,74.76,8.39,8.67,3.381585,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA1149; UBA1149"
"3300063054_34",3300063054,98.86,1.39,47.93,2.948102,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Pseudolysinimonas"
"3300063054_71",3300063054,99.01,0,22.16,4.116919,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; JJ008"
"3300063056_16",3300063056,96.77,3.55,18.34,8.523977,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Polyangiales"
"3300063056_36",3300063056,82.9,8.02,26.44,4.964652,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter_A"
"3300063056_14",3300063056,77.27,0,15.97,2.559124,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; UBA5794; ZC4RG35"
"3300063056_46",3300063056,93.22,0.86,19.92,2.694964,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Thermoleophilaceae; JAAYBF01"
"3300063056_6",3300063056,79.82,8.61,14.73,3.010031,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; UBA1135; UBA1135; UBA1135; GCA-2746235"
"3300063056_61",3300063056,95.95,5.75,18.89,2.942304,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae"
"3300063056_20",3300063056,75.35,3.22,28.58,4.090802,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300063056_27",3300063056,74.29,8.62,25.62,3.849062,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; VBDL01"
"3300063056_32",3300063056,75.64,3.84,21.3,2.7716,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Methylibium"
"3300063056_9",3300063056,99.44,1.17,22.21,7.04256,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Pseudorhodoferax"
"3300063056_78",3300063056,93.1,7.68,19.57,4.049594,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Beijerinckiaceae; Microvirga"
"3300063056_72",3300063056,99.32,4.05,20.48,5.570493,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; SIBH01; SIBH01"
"3300063056_81",3300063056,88.76,1.1,12.74,3.544041,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Tabrizicola"
"3300063056_8",3300063056,96.62,2.84,19.71,4.710539,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; UBA11358; SCTL01"
"3300063056_80",3300063056,79.18,3.64,12.15,3.085332,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira_F; Nitrospira_F sp002083565"
"3300063057_18",3300063057,98.6,1.78,32.09,3.169305,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia_A"
"3300063057_17",3300063057,99.04,0.89,22.75,3.915762,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Pseudoxanthomonas_A; Pseudoxanthomonas_A sp014852005"
"3300063057_58",3300063057,96.48,3.64,16.8,6.019157,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; Planctomycetia; Pirellulales; Lacipirellulaceae"
"3300063057_6",3300063057,85.84,1.56,52.95,5.548572,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Variovorax; Variovorax beijingensis"
"3300063057_61",3300063057,95.73,7.01,12.93,4.327735,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingopyxis"
"3300063057_31",3300063057,98.52,1.01,17.93,7.116276,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Pseudobacter"
"3300063057_32",3300063057,70.23,0,15.09,1.804826,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VGBV01"
"3300063057_35",3300063057,75.86,2.59,12.23,7.382303,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Tectomicrobia; Entotheonellia; J063"
"3300063057_36",3300063057,96.81,1.89,32.09,3.408036,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Pseudolysinimonas"
"3300063057_71",3300063057,91.81,5.38,28.95,3.374806,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"
"3300063057_54",3300063057,73.74,0,18.88,5.240936,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; PSRF01"
"3300063057_57",3300063057,90.86,1.72,28.52,2.696449,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae"
"3300063057_89",3300063057,99.01,0.99,17.27,6.744373,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Chitinophaga"
"3300063057_9",3300063057,75.61,1.91,9.23,4.908931,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Chryseolinea"
"3300063057_66",3300063057,80.97,1.64,17.83,3.914645,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968; WHTF01"
"3300063057_63",3300063057,96.49,2.89,11.58,3.82563,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Rhodanobacteraceae; Dyella"
"3300063057_64",3300063057,97.74,0.76,20.29,4.364551,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga; Hydrogenophaga sp003599455"
"3300063057_78",3300063057,91.84,1.61,17.31,4.079522,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia; Devosia sp900470445"
"3300063057_79",3300063057,79.48,0.91,19.55,2.571764,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira_C"
"3300063058_133",3300063058,80.77,1,15.66,4.143219,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Geminicoccales; Geminicoccaceae; Geminicoccus"
"3300063058_1",3300063058,97.01,0,34.89,3.377753,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aestuariivirgaceae; Aestuariivirga"
"3300063058_114",3300063058,77.45,1.34,17.05,3.461801,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Ga0077555; Ga0077555 sp001464855"
"3300063058_115",3300063058,70.41,3.08,11.37,3.682855,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium"
"3300063058_12",3300063058,82.78,1.47,19.27,2.552436,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Ga0077548"
"3300063058_120",3300063058,92.58,3.39,16.3,9.647867,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae"
"3300063058_123",3300063058,76.2,0,15.67,0.868022,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Patescibacteria; Saccharimonadia; QS-5-54-17"
"3300063058_125",3300063058,83.37,3.57,13.52,5.163457,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; PWU20"
"3300063058_126",3300063058,85.86,2.59,19.91,5.49702,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Nakamurellaceae; Nakamurella"
"3300063058_128",3300063058,85.6,1.86,16.92,3.893327,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae"
"3300063058_14",3300063058,96.52,1.71,15.38,5.009764,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga"
"3300063058_15",3300063058,91.2,0.5,130.21,4.077826,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga; Hydrogenophaga sp003599455"
"3300063058_31",3300063058,92.45,3.42,17.41,4.367352,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae; Ilumatobacter"
"3300063058_39",3300063058,73.28,1.69,11.36,7.653616,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Haliangiales; Haliangiaceae; UBA2376"
"3300063058_47",3300063058,96.11,1.32,35.36,6.001383,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Ideonella"
"3300063058_48",3300063058,95.42,4.79,12.7,12.108829,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota_A; UBA796; UBA796; GCA-2862545; DRPG01"
"3300063058_50",3300063058,78.53,1.82,16.15,3.762074,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SHXO01"
"3300063058_56",3300063058,91.43,3.73,14.32,4.490491,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; CADEED01"
"3300063058_57",3300063058,82.29,1.82,18.91,2.650821,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira_C"
"3300063058_11",3300063058,91.49,3.21,13.45,4.784657,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Pedosphaerales; UBA11358; SCTL01"
"3300063058_61",3300063058,99.6,1.21,23,3.060397,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Hyphomicrobium"
"3300063058_63",3300063058,94.66,8.97,18.81,4.467087,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; AC-14; CADCTB01"
"3300063058_65",3300063058,79.91,2.18,11.54,2.733425,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hylemonella"
"3300063058_70",3300063058,92.76,0.5,14.99,4.376247,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga"
"3300063058_73",3300063058,97.61,0.45,32.72,3.431672,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aestuariivirgaceae; Aestuariivirga"
"3300063058_79",3300063058,97.39,0.87,19.58,3.400952,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aestuariivirgaceae; Aestuariivirga"
"3300063058_8",3300063058,77.06,3.55,9.84,7.755878,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Polyangiales"
"3300063058_80",3300063058,75.36,6.86,14.93,2.001465,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Ga0077548"
"3300063058_104",3300063058,71.45,2.99,29.9,2.892394,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; AC-14; CADCTB01"
"3300063058_106",3300063058,76.34,3.23,40.69,2.510989,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; UBA1135; UBA1135; UBA1135; GCA-2746235"
"3300063058_89",3300063058,90.17,4.75,16.05,4.949758,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; Vicinamibacteraceae"
"3300063058_111",3300063058,97.35,0.53,15.16,2.442225,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomicrobium"
"3300063058_112",3300063058,94.91,5.98,20.36,5.240603,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; 12-FULL-67-14b"
"3300063058_82",3300063058,92.86,4.4,19.76,5.284002,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Gemmatimonadota; Gemmatimonadetes; Longimicrobiales; RSA9; SH-MAG3"
"3300063058_88",3300063058,93.6,0.17,39.13,2.747922,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Pseudolysinimonas"
"3300063058_91",3300063058,98.06,1.89,62.12,3.062402,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Pseudolysinimonas"
"3300063058_96",3300063058,98.1,0.63,26.98,3.213343,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Palsa-892"
"3300063059_16",3300063059,96.32,0.83,14.88,3.676031,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-41"
"3300063059_41",3300063059,93.59,2.89,14.5,5.658146,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae"
"3300063059_6",3300063059,85.92,0.99,9.4,3.488097,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; JJ008"
"3300063059_22",3300063059,87.91,6.59,11.53,3.650795,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Gemmatimonadota; Gemmatimonadetes; Longimicrobiales; UBA6960; UBA2982"
"3300063059_12",3300063059,87.21,0.3,12.94,5.827033,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Ohtaekwangia; Ohtaekwangia sp902168205"
"3300063059_74",3300063059,76.76,1.82,13.29,2.433432,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira_C"
"3300063059_75",3300063059,78.53,3.53,22.48,3.24813,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; CADEED01"
"3300063059_80",3300063059,95.77,0.71,16.16,3.984066,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pseudogemmobacter"
"3300063059_81",3300063059,97.27,2.13,16.08,7.857667,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae"
"3300063059_83",3300063059,82.59,4.33,16.19,3.008057,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"
"3300063059_43",3300063059,98.42,0.04,18.74,4.714165,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-41; UBA5216"
"3300063059_46",3300063059,79.61,8.41,11.29,3.638301,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; SCMT01"
"3300063059_50",3300063059,97.67,0,41.05,4.106571,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Tabrizicola"
"3300063059_67",3300063059,97.31,2.69,39.18,6.188736,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; UBA1135; UBA1135; GCA-002686595; WYBT01"
"3300063059_7",3300063059,96.1,0.17,10.97,3.047396,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Alteraurantiacibacter"
"3300063059_70",3300063059,98.29,2.99,29.6,4.915345,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae"
"3300063059_84",3300063059,74.05,0.84,15.64,3.962184,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Desulfobacterota_B; Binatia; UBA9968; UBA9968; WHTF01"
"3300063059_85",3300063059,80.1,0.77,9.85,3.840692,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas_E; Pseudomonas_E putida_E"
"3300063060_38",3300063060,80.96,6.3,35.82,4.66142,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter_A"
"3300063060_41",3300063060,83.06,3.58,13.63,7.333223,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Micromonosporaceae; Phytohabitans"
